국가명,금액
미국 USD,"1,479.85"
유럽연합 EUR,"1,479.85"
일본 JPY (100엔),929.54
중국 CNY,187.84
홍콩 HKD,170.83
대만 TWD,41.60
영국 GBP,"1,754.98"
오만 OMR,"3,459.05"
캐나다 CAD,986.48
스위스 CHF,"1,578.40"
스웨덴 SEK,129.95
호주 AUD,896.97
뉴질랜드 NZD,828.58
체코 CZK,59.12
칠레 CLP,1.41
튀르키예 TRY,39.18
몽골 MNT,0.39
이스라엘 ILS,359.27
덴마크 DKK,198.36
노르웨이 NOK,125.35
사우디아라비아 SAR,354.76
쿠웨이트 KWD,"4,361.37"
바레인 BHD,"3,537.05"
아랍에미리트 AED,362.57
요르단 JOD,"1,878.28"
이집트 EGP,27.49
태국 THB,39.75
싱가포르 SGD,"1,024.23"
말레이시아 MYR,307.20
인도네시아 IDR 100,8.68
카타르 QAR,365.35
카자흐스탄 KZT,2.76
브루나이 BND,"1,024.23"
인도 INR,15.86
파키스탄 PKR,4.78
방글라데시 BDT,11.14
필리핀 PHP,23.79
멕시코 MXN,66.94
브라질 BRL,239.15
베트남 VND 100,5.38
남아프리카 공화국 ZAR,75.20
러시아 RUB,14.88
헝가리 HUF,3.76
폴란드 PLN,345.51
스리랑카 LKR,4.46
알제리 DZD,10.05
케냐 KES,10.34
콜롬비아 COP,0.32
탄자니아 TZS,0.49
네팔 NPR,9.91
루마니아 RON,297.50
리비아 LYD,279.74
마카오 MOP,165.78
미얀마 MMK,0.63
에티오피아 ETB,11.60
우즈베키스탄 UZS,0.10
캄보디아 KHR,0.33
피지 FJD,602.86
