국가명,금액
미국 USD,"1,490.35"
유럽연합 EUR,"1,490.35"
일본 JPY (100엔),919.83
중국 CNY,187.17
홍콩 HKD,171.15
대만 TWD,41.74
영국 GBP,"1,762.27"
오만 OMR,"3,467.27"
캐나다 CAD,990.25
스위스 CHF,"1,573.71"
스웨덴 SEK,130.75
호주 AUD,904.33
뉴질랜드 NZD,829.44
체코 CZK,59.49
칠레 CLP,1.47
튀르키예 TRY,39.22
몽골 MNT,0.39
이스라엘 ILS,361.90
덴마크 DKK,199.76
노르웨이 NOK,126.54
사우디아라비아 SAR,355.76
쿠웨이트 KWD,"4,371.85"
바레인 BHD,"3,542.35"
아랍에미리트 AED,363.45
요르단 JOD,"1,882.79"
이집트 EGP,27.40
태국 THB,39.14
싱가포르 SGD,"1,022.56"
말레이시아 MYR,306.56
인도네시아 IDR 100,8.63
카타르 QAR,366.08
카자흐스탄 KZT,2.78
브루나이 BND,"1,022.56"
인도 INR,15.90
파키스탄 PKR,4.80
방글라데시 BDT,11.17
필리핀 PHP,23.72
멕시코 MXN,68.92
브라질 BRL,242.83
베트남 VND 100,5.38
남아프리카 공화국 ZAR,75.14
러시아 RUB,14.51
헝가리 HUF,3.78
폴란드 PLN,348.16
스리랑카 LKR,4.44
알제리 DZD,9.95
케냐 KES,10.35
콜롬비아 COP,0.33
탄자니아 TZS,0.49
네팔 NPR,9.94
루마니아 RON,299.49
리비아 LYD,280.41
마카오 MOP,166.07
미얀마 MMK,0.64
에티오피아 ETB,11.75
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.33
피지 FJD,605.11
