국가명,금액
미국 USD,"1,474.98"
유럽연합 EUR,"1,474.98"
일본 JPY (100엔),856.71
중국 CNY,188.95
홍콩 HKD,176.61
대만 TWD,42.47
영국 GBP,"1,742.71"
오만 OMR,"3,581.63"
캐나다 CAD,"1,006.02"
스위스 CHF,"1,532.22"
스웨덴 SEK,129.56
호주 AUD,915.79
뉴질랜드 NZD,837.33
체코 CZK,58.93
칠레 CLP,1.44
튀르키예 TRY,41.86
몽골 MNT,0.41
이스라엘 ILS,366.49
덴마크 DKK,197.78
노르웨이 NOK,129.33
사우디아라비아 SAR,367.59
쿠웨이트 KWD,"4,494.78"
바레인 BHD,"3,658.02"
아랍에미리트 AED,375.44
요르단 JOD,"1,946.23"
이집트 EGP,28.71
태국 THB,37.48
싱가포르 SGD,"1,016.44"
말레이시아 MYR,292.22
인도네시아 IDR 100,8.44
카타르 QAR,378.25
카자흐스탄 KZT,2.91
브루나이 BND,"1,016.44"
인도 INR,16.53
파키스탄 PKR,4.96
방글라데시 BDT,11.74
필리핀 PHP,23.56
멕시코 MXN,75.17
브라질 BRL,250.66
베트남 VND 100,5.42
남아프리카 공화국 ZAR,75.80
러시아 RUB,15.99
헝가리 HUF,3.73
폴란드 PLN,342.36
스리랑카 LKR,4.51
알제리 DZD,10.24
케냐 KES,10.65
콜롬비아 COP,0.33
탄자니아 TZS,0.51
네팔 NPR,10.33
루마니아 RON,296.33
리비아 LYD,282.89
마카오 MOP,171.50
미얀마 MMK,0.66
에티오피아 ETB,23.89
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.34
피지 FJD,614.90
