국가명,금액
미국 USD,"1,483.25"
유럽연합 EUR,"1,483.25"
일본 JPY (100엔),931.55
중국 CNY,187.95
홍콩 HKD,170.50
대만 TWD,41.62
영국 GBP,"1,764.85"
오만 OMR,"3,451.78"
캐나다 CAD,979.83
스위스 CHF,"1,568.67"
스웨덴 SEK,130.75
호주 AUD,905.18
뉴질랜드 NZD,828.90
체코 CZK,59.10
칠레 CLP,1.43
튀르키예 TRY,38.99
몽골 MNT,0.39
이스라엘 ILS,353.12
덴마크 DKK,198.84
노르웨이 NOK,126.49
사우디아라비아 SAR,354.14
쿠웨이트 KWD,"4,358.48"
바레인 BHD,"3,530.08"
아랍에미리트 AED,361.81
요르단 JOD,"1,874.33"
이집트 EGP,27.38
태국 THB,40.11
싱가포르 SGD,"1,028.44"
말레이시아 MYR,314.91
인도네시아 IDR 100,8.74
카타르 QAR,364.51
카자흐스탄 KZT,2.77
브루나이 BND,"1,028.44"
인도 INR,15.90
파키스탄 PKR,4.78
방글라데시 BDT,11.12
필리핀 PHP,23.94
멕시코 MXN,68.80
브라질 BRL,244.94
베트남 VND 100,5.41
남아프리카 공화국 ZAR,75.83
러시아 RUB,14.42
헝가리 HUF,3.76
폴란드 PLN,346.85
스리랑카 LKR,4.37
알제리 DZD,10.05
케냐 KES,10.30
콜롬비아 COP,0.32
탄자니아 TZS,0.49
네팔 NPR,9.92
루마니아 RON,298.18
리비아 LYD,279.87
마카오 MOP,165.60
미얀마 MMK,0.63
에티오피아 ETB,11.45
우즈베키스탄 UZS,0.10
캄보디아 KHR,0.33
피지 FJD,597.34
