국가명,금액
미국 USD,"1,498.74"
유럽연합 EUR,"1,498.74"
일본 JPY (100엔),927.49
중국 CNY,190.82
홍콩 HKD,175.90
대만 TWD,42.28
영국 GBP,"1,750.80"
오만 OMR,"3,558.18"
캐나다 CAD,997.12
스위스 CHF,"1,579.59"
스웨덴 SEK,130.34
호주 AUD,902.97
뉴질랜드 NZD,826.26
체코 CZK,59.51
칠레 CLP,1.47
튀르키예 TRY,40.89
몽골 MNT,0.40
이스라엘 ILS,362.47
덴마크 DKK,200.83
노르웨이 NOK,126.91
사우디아라비아 SAR,364.96
쿠웨이트 KWD,"4,474.02"
바레인 BHD,"3,634.36"
아랍에미리트 AED,372.96
요르단 JOD,"1,932.16"
이집트 EGP,27.79
태국 THB,38.96
싱가포르 SGD,"1,035.14"
말레이시아 MYR,308.61
인도네시아 IDR 100,8.63
카타르 QAR,375.68
카자흐스탄 KZT,2.86
브루나이 BND,"1,035.14"
인도 INR,16.31
파키스탄 PKR,4.91
방글라데시 BDT,11.66
필리핀 PHP,24.00
멕시코 MXN,72.03
브라질 BRL,249.38
베트남 VND 100,5.45
남아프리카 공화국 ZAR,75.11
러시아 RUB,15.05
헝가리 HUF,3.80
폴란드 PLN,348.20
스리랑카 LKR,4.58
알제리 DZD,10.18
케냐 KES,10.62
콜롬비아 COP,0.34
탄자니아 TZS,0.51
네팔 NPR,10.20
루마니아 RON,301.15
리비아 LYD,284.85
마카오 MOP,170.68
미얀마 MMK,0.65
에티오피아 ETB,13.21
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.33
피지 FJD,611.25
