국가명,금액
미국 USD,"1,493.00"
유럽연합 EUR,"1,493.00"
일본 JPY (100엔),917.59
중국 CNY,189.12
홍콩 HKD,173.79
대만 TWD,42.03
영국 GBP,"1,753.47"
오만 OMR,"3,518.09"
캐나다 CAD,989.73
스위스 CHF,"1,562.91"
스웨덴 SEK,129.68
호주 AUD,903.45
뉴질랜드 NZD,819.95
체코 CZK,59.27
칠레 CLP,1.44
튀르키예 TRY,40.21
몽골 MNT,0.40
이스라엘 ILS,369.09
덴마크 DKK,200.12
노르웨이 NOK,126.81
사우디아라비아 SAR,360.94
쿠웨이트 KWD,"4,428.79"
바레인 BHD,"3,593.60"
아랍에미리트 AED,368.78
요르단 JOD,"1,910.44"
이집트 EGP,27.70
태국 THB,39.09
싱가포르 SGD,"1,029.45"
말레이시아 MYR,305.65
인도네시아 IDR 100,8.65
카타르 QAR,371.45
카자흐스탄 KZT,2.83
브루나이 BND,"1,029.45"
인도 INR,16.15
파키스탄 PKR,4.86
방글라데시 BDT,11.53
필리핀 PHP,23.73
멕시코 MXN,72.69
브라질 BRL,247.60
베트남 VND 100,5.41
남아프리카 공화국 ZAR,75.85
러시아 RUB,15.14
헝가리 HUF,3.79
폴란드 PLN,350.33
스리랑카 LKR,4.53
알제리 DZD,10.09
케냐 KES,10.50
콜롬비아 COP,0.34
탄자니아 TZS,0.50
네팔 NPR,10.08
루마니아 RON,300.07
리비아 LYD,282.68
마카오 MOP,168.64
미얀마 MMK,0.65
에티오피아 ETB,12.38
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.33
피지 FJD,607.22
