국가명,금액
미국 USD,"1,462.98"
유럽연합 EUR,"1,462.98"
일본 JPY (100엔),888.00
중국 CNY,185.89
홍콩 HKD,172.13
대만 TWD,42.03
영국 GBP,"1,705.60"
오만 OMR,"3,500.09"
캐나다 CAD,997.89
스위스 CHF,"1,486.65"
스웨덴 SEK,127.10
호주 AUD,889.15
뉴질랜드 NZD,813.49
체코 CZK,57.84
칠레 CLP,1.41
튀르키예 TRY,42.26
몽골 MNT,0.40
이스라엘 ILS,363.82
덴마크 DKK,196.13
노르웨이 NOK,126.06
사우디아라비아 SAR,359.24
쿠웨이트 KWD,"4,381.26"
바레인 BHD,"3,574.08"
아랍에미리트 AED,366.95
요르단 JOD,"1,900.56"
이집트 EGP,28.45
태국 THB,36.71
싱가포르 SGD,"1,000.11"
말레이시아 MYR,284.31
인도네시아 IDR 100,8.50
카타르 QAR,369.43
카자흐스탄 KZT,3.02
브루나이 BND,"1,000.11"
인도 INR,16.15
파키스탄 PKR,4.85
방글라데시 BDT,12.28
필리핀 PHP,23.88
멕시코 MXN,81.42
브라질 BRL,267.31
베트남 VND 100,5.41
남아프리카 공화국 ZAR,72.39
러시아 RUB,14.58
헝가리 HUF,3.73
폴란드 PLN,340.53
스리랑카 LKR,4.50
알제리 DZD,10.02
케냐 KES,10.37
콜롬비아 COP,0.35
탄자니아 TZS,0.52
네팔 NPR,10.09
루마니아 RON,294.30
리비아 LYD,277.94
마카오 MOP,167.04
미얀마 MMK,0.64
에티오피아 ETB,23.70
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.33
피지 FJD,600.72
