국가명,금액
미국 USD,"1,505.56"
유럽연합 EUR,"1,505.56"
일본 JPY (100엔),944.35
중국 CNY,192.63
홍콩 HKD,176.56
대만 TWD,42.07
영국 GBP,"1,755.96"
오만 OMR,"3,574.45"
캐나다 CAD,994.62
스위스 CHF,"1,611.38"
스웨덴 SEK,130.90
호주 AUD,895.84
뉴질랜드 NZD,816.29
체코 CZK,59.55
칠레 CLP,1.44
튀르키예 TRY,41.27
몽골 MNT,0.40
이스라엘 ILS,359.92
덴마크 DKK,201.79
노르웨이 NOK,125.47
사우디아라비아 SAR,366.60
쿠웨이트 KWD,"4,504.16"
바레인 BHD,"3,650.69"
아랍에미리트 AED,374.68
요르단 JOD,"1,941.04"
이집트 EGP,27.95
태국 THB,38.77
싱가포르 SGD,"1,038.13"
말레이시아 MYR,306.98
인도네시아 IDR 100,8.52
카타르 QAR,377.40
카자흐스탄 KZT,2.87
브루나이 BND,"1,038.13"
인도 INR,16.40
파키스탄 PKR,4.94
방글라데시 BDT,11.71
필리핀 PHP,23.81
멕시코 MXN,71.17
브라질 BRL,240.43
베트남 VND 100,5.48
남아프리카 공화국 ZAR,74.33
러시아 RUB,16.19
헝가리 HUF,3.79
폴란드 PLN,349.87
스리랑카 LKR,4.56
알제리 DZD,10.22
케냐 KES,10.61
콜롬비아 COP,0.33
탄자니아 TZS,0.51
네팔 NPR,10.25
루마니아 RON,302.51
리비아 LYD,286.71
마카오 MOP,171.34
미얀마 MMK,0.66
에티오피아 ETB,14.65
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.33
피지 FJD,610.07
