국가명,금액
미국 USD,"1,478.31"
유럽연합 EUR,"1,478.31"
일본 JPY (100엔),913.75
중국 CNY,188.59
홍콩 HKD,171.64
대만 TWD,41.81
영국 GBP,"1,757.12"
오만 OMR,"3,476.71"
캐나다 CAD,992.11
스위스 CHF,"1,573.32"
스웨덴 SEK,130.26
호주 AUD,905.83
뉴질랜드 NZD,835.96
체코 CZK,59.04
칠레 CLP,1.47
튀르키예 TRY,39.28
몽골 MNT,0.40
이스라엘 ILS,367.80
덴마크 DKK,198.20
노르웨이 NOK,126.16
사우디아라비아 SAR,356.69
쿠웨이트 KWD,"4,387.09"
바레인 BHD,"3,550.49"
아랍에미리트 AED,364.42
요르단 JOD,"1,887.87"
이집트 EGP,27.56
태국 THB,39.28
싱가포르 SGD,"1,024.65"
말레이시아 MYR,309.41
인도네시아 IDR 100,8.68
카타르 QAR,367.16
카자흐스탄 KZT,2.78
브루나이 BND,"1,024.65"
인도 INR,15.96
파키스탄 PKR,4.80
방글라데시 BDT,11.20
필리핀 PHP,23.84
멕시코 MXN,67.88
브라질 BRL,238.48
베트남 VND 100,5.38
남아프리카 공화국 ZAR,74.99
러시아 RUB,14.77
헝가리 HUF,3.76
폴란드 PLN,344.68
스리랑카 LKR,4.47
알제리 DZD,10.00
케냐 KES,10.40
콜롬비아 COP,0.32
탄자니아 TZS,0.49
네팔 NPR,9.97
루마니아 RON,297.05
리비아 LYD,281.17
마카오 MOP,166.54
미얀마 MMK,0.64
에티오피아 ETB,12.05
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.33
피지 FJD,600.18
