국가명,금액
미국 USD,"1,479.77"
유럽연합 EUR,"1,479.77"
일본 JPY (100엔),876.58
중국 CNY,189.56
홍콩 HKD,176.44
대만 TWD,42.55
영국 GBP,"1,757.27"
오만 OMR,"3,579.83"
캐나다 CAD,"1,002.44"
스위스 CHF,"1,541.78"
스웨덴 SEK,131.41
호주 AUD,912.85
뉴질랜드 NZD,847.39
체코 CZK,59.82
칠레 CLP,1.50
튀르키예 TRY,42.38
몽골 MNT,0.41
이스라엘 ILS,370.90
덴마크 DKK,198.38
노르웨이 NOK,129.31
사우디아라비아 SAR,367.47
쿠웨이트 KWD,"4,496.28"
바레인 BHD,"3,655.80"
아랍에미리트 AED,375.22
요르단 JOD,"1,943.86"
이집트 EGP,28.89
태국 THB,37.48
싱가포르 SGD,"1,019.76"
말레이시아 MYR,292.18
인도네시아 IDR 100,8.49
카타르 QAR,377.98
카자흐스탄 KZT,3.06
브루나이 BND,"1,019.76"
인도 INR,16.50
파키스탄 PKR,4.95
방글라데시 BDT,11.73
필리핀 PHP,23.52
멕시코 MXN,74.74
브라질 BRL,256.97
베트남 VND 100,5.42
남아프리카 공화국 ZAR,74.69
러시아 RUB,15.68
헝가리 HUF,3.73
폴란드 PLN,340.27
스리랑카 LKR,4.54
알제리 DZD,10.20
케냐 KES,10.73
콜롬비아 COP,0.33
탄자니아 TZS,0.53
네팔 NPR,10.31
루마니아 RON,297.32
리비아 LYD,284.26
마카오 MOP,171.23
미얀마 MMK,0.66
에티오피아 ETB,23.90
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.33
피지 FJD,610.13
