국가명,금액
미국 USD,"1,485.57"
유럽연합 EUR,"1,485.57"
일본 JPY (100엔),859.78
중국 CNY,189.54
홍콩 HKD,177.19
대만 TWD,42.55
영국 GBP,"1,749.91"
오만 OMR,"3,593.86"
캐나다 CAD,"1,011.63"
스위스 CHF,"1,537.50"
스웨덴 SEK,130.84
호주 AUD,923.21
뉴질랜드 NZD,843.86
체코 CZK,59.30
칠레 CLP,1.47
튀르키예 TRY,42.22
몽골 MNT,0.41
이스라엘 ILS,367.18
덴마크 DKK,199.20
노르웨이 NOK,129.78
사우디아라비아 SAR,368.79
쿠웨이트 KWD,"4,510.66"
바레인 BHD,"3,670.03"
아랍에미리트 AED,376.69
요르단 JOD,"1,951.48"
이집트 EGP,28.81
태국 THB,37.64
싱가포르 SGD,"1,020.92"
말레이시아 MYR,293.29
인도네시아 IDR 100,8.47
카타르 QAR,379.51
카자흐스탄 KZT,2.92
브루나이 BND,"1,020.92"
인도 INR,16.60
파키스탄 PKR,4.97
방글라데시 BDT,11.78
필리핀 PHP,23.66
멕시코 MXN,75.66
브라질 BRL,247.42
베트남 VND 100,5.44
남아프리카 공화국 ZAR,76.60
러시아 RUB,16.14
헝가리 HUF,3.76
폴란드 PLN,344.19
스리랑카 LKR,4.52
알제리 DZD,10.27
케냐 KES,10.70
콜롬비아 COP,0.33
탄자니아 TZS,0.53
네팔 NPR,10.37
루마니아 RON,298.49
리비아 LYD,283.83
마카오 MOP,171.92
미얀마 MMK,0.66
에티오피아 ETB,23.97
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.34
피지 FJD,611.14
