국가명,금액
미국 USD,"1,499.47"
유럽연합 EUR,"1,499.47"
일본 JPY (100엔),900.12
중국 CNY,191.02
홍콩 HKD,177.07
대만 TWD,42.28
영국 GBP,"1,779.33"
오만 OMR,"3,594.28"
캐나다 CAD,998.84
스위스 CHF,"1,568.94"
스웨덴 SEK,127.70
호주 AUD,902.93
뉴질랜드 NZD,814.41
체코 CZK,59.05
칠레 CLP,1.46
튀르키예 TRY,41.83
몽골 MNT,0.41
이스라엘 ILS,378.27
덴마크 DKK,200.93
노르웨이 NOK,124.87
사우디아라비아 SAR,368.39
쿠웨이트 KWD,"4,519.88"
바레인 BHD,"3,666.37"
아랍에미리트 AED,376.26
요르단 JOD,"1,949.22"
이집트 EGP,28.59
태국 THB,38.17
싱가포르 SGD,"1,028.85"
말레이시아 MYR,296.38
인도네시아 IDR 100,8.52
카타르 QAR,378.98
카자흐스탄 KZT,2.91
브루나이 BND,"1,028.85"
인도 INR,16.49
파키스탄 PKR,4.96
방글라데시 BDT,11.76
필리핀 PHP,23.59
멕시코 MXN,75.23
브라질 BRL,245.05
베트남 VND 100,5.47
남아프리카 공화국 ZAR,74.98
러시아 RUB,16.23
헝가리 HUF,3.82
폴란드 PLN,349.23
스리랑카 LKR,4.56
알제리 DZD,10.27
케냐 KES,10.39
콜롬비아 COP,0.34
탄자니아 TZS,0.51
네팔 NPR,10.32
루마니아 RON,301.76
리비아 LYD,286.02
마카오 MOP,171.83
미얀마 MMK,0.66
에티오피아 ETB,23.91
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.34
피지 FJD,611.12
