국가명,금액
미국 USD,"1,476.08"
유럽연합 EUR,"1,476.08"
일본 JPY (100엔),906.86
중국 CNY,187.06
홍콩 HKD,171.75
대만 TWD,41.70
영국 GBP,"1,733.03"
오만 OMR,"3,476.19"
캐나다 CAD,979.29
스위스 CHF,"1,543.69"
스웨덴 SEK,128.21
호주 AUD,894.39
뉴질랜드 NZD,811.88
체코 CZK,58.61
칠레 CLP,1.43
튀르키예 TRY,39.72
몽골 MNT,0.40
이스라엘 ILS,363.99
덴마크 DKK,197.83
노르웨이 NOK,125.33
사우디아라비아 SAR,356.61
쿠웨이트 KWD,"4,382.12"
바레인 BHD,"3,549.96"
아랍에미리트 AED,364.36
요르단 JOD,"1,887.59"
이집트 EGP,27.41
태국 THB,38.75
싱가포르 SGD,"1,019.54"
말레이시아 MYR,305.20
인도네시아 IDR 100,8.58
카타르 QAR,367.03
카자흐스탄 KZT,2.79
브루나이 BND,"1,019.54"
인도 INR,15.95
파키스탄 PKR,4.80
방글라데시 BDT,11.39
필리핀 PHP,23.52
멕시코 MXN,71.87
브라질 BRL,244.57
베트남 VND 100,5.35
남아프리카 공화국 ZAR,75.05
러시아 RUB,14.96
헝가리 HUF,3.74
폴란드 PLN,346.19
스리랑카 LKR,4.48
알제리 DZD,9.97
케냐 KES,10.37
콜롬비아 COP,0.33
탄자니아 TZS,0.49
네팔 NPR,9.96
루마니아 RON,296.64
리비아 LYD,279.30
마카오 MOP,166.66
미얀마 MMK,0.64
에티오피아 ETB,12.23
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.33
피지 FJD,600.63
