국가명,금액
미국 USD,"1,466.64"
유럽연합 EUR,"1,466.64"
일본 JPY (100엔),906.79
중국 CNY,193.03
홍콩 HKD,179.95
대만 TWD,43.01
영국 GBP,"1,762.75"
오만 OMR,"3,637.50"
캐나다 CAD,"1,002.36"
스위스 CHF,"1,579.70"
스웨덴 SEK,126.60
호주 AUD,912.43
뉴질랜드 NZD,817.69
체코 CZK,57.85
칠레 CLP,1.44
튀르키예 TRY,40.55
몽골 MNT,0.41
이스라엘 ILS,376.82
덴마크 DKK,196.64
노르웨이 NOK,126.58
사우디아라비아 SAR,372.98
쿠웨이트 KWD,"4,551.33"
바레인 BHD,"3,715.28"
아랍에미리트 AED,381.27
요르단 JOD,"1,975.18"
이집트 EGP,28.16
태국 THB,40.27
싱가포르 SGD,"1,040.61"
말레이시아 MYR,313.36
인도네시아 IDR 100,8.82
카타르 QAR,383.99
카자흐스탄 KZT,2.82
브루나이 BND,"1,040.61"
인도 INR,16.57
파키스탄 PKR,5.04
방글라데시 BDT,11.72
필리핀 PHP,23.76
멕시코 MXN,68.55
브라질 BRL,240.86
베트남 VND 100,5.51
남아프리카 공화국 ZAR,77.45
러시아 RUB,13.82
헝가리 HUF,3.57
폴란드 PLN,337.69
스리랑카 LKR,4.81
알제리 DZD,10.48
케냐 KES,10.81
콜롬비아 COP,0.32
탄자니아 TZS,0.53
네팔 NPR,10.36
루마니아 RON,294.70
리비아 LYD,286.76
마카오 MOP,174.64
미얀마 MMK,0.67
에티오피아 ETB,11.21
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.35
피지 FJD,616.04
