국가명,금액
미국 USD,"1,512.37"
유럽연합 EUR,"1,512.37"
일본 JPY (100엔),881.59
중국 CNY,190.47
홍콩 HKD,177.84
대만 TWD,42.31
영국 GBP,"1,793.83"
오만 OMR,"3,607.63"
캐나다 CAD,"1,011.36"
스위스 CHF,"1,562.76"
스웨덴 SEK,130.14
호주 AUD,925.84
뉴질랜드 NZD,833.34
체코 CZK,59.96
칠레 CLP,1.46
튀르키예 TRY,41.97
몽골 MNT,0.41
이스라엘 ILS,381.14
덴마크 DKK,202.71
노르웨이 NOK,127.18
사우디아라비아 SAR,370.28
쿠웨이트 KWD,"4,544.09"
바레인 BHD,"3,684.18"
아랍에미리트 AED,378.14
요르단 JOD,"1,958.96"
이집트 EGP,28.72
태국 THB,38.20
싱가포르 SGD,"1,032.41"
말레이시아 MYR,296.52
인도네시아 IDR 100,8.57
카타르 QAR,380.88
카자흐스탄 KZT,2.92
브루나이 BND,"1,032.41"
인도 INR,16.60
파키스탄 PKR,4.99
방글라데시 BDT,11.82
필리핀 PHP,23.76
멕시코 MXN,77.01
브라질 BRL,247.50
베트남 VND 100,5.49
남아프리카 공화국 ZAR,76.06
러시아 RUB,15.84
헝가리 HUF,3.87
폴란드 PLN,352.87
스리랑카 LKR,4.57
알제리 DZD,10.32
케냐 KES,10.60
콜롬비아 COP,0.34
탄자니아 TZS,0.52
네팔 NPR,10.37
루마니아 RON,304.28
리비아 LYD,288.01
마카오 MOP,172.58
미얀마 MMK,0.66
에티오피아 ETB,24.03
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.34
피지 FJD,619.73
