국가명,금액
미국 USD,"1,472.62"
유럽연합 EUR,"1,472.62"
일본 JPY (100엔),878.82
중국 CNY,189.18
홍콩 HKD,174.82
대만 TWD,42.22
영국 GBP,"1,710.78"
오만 OMR,"3,548.14"
캐나다 CAD,998.68
스위스 CHF,"1,507.56"
스웨덴 SEK,125.95
호주 AUD,904.02
뉴질랜드 NZD,824.45
체코 CZK,59.07
칠레 CLP,1.48
튀르키예 TRY,42.30
몽골 MNT,0.40
이스라엘 ILS,366.58
덴마크 DKK,197.41
노르웨이 NOK,125.92
사우디아라비아 SAR,364.22
쿠웨이트 KWD,"4,442.28"
바레인 BHD,"3,623.44"
아랍에미리트 AED,371.90
요르단 JOD,"1,926.66"
이집트 EGP,28.82
태국 THB,37.20
싱가포르 SGD,"1,010.13"
말레이시아 MYR,288.79
인도네시아 IDR 100,8.53
카타르 QAR,374.66
카자흐스탄 KZT,3.11
브루나이 BND,"1,010.13"
인도 INR,16.37
파키스탄 PKR,4.90
방글라데시 BDT,11.68
필리핀 PHP,23.81
멕시코 MXN,81.36
브라질 BRL,265.64
베트남 VND 100,5.37
남아프리카 공화국 ZAR,73.97
러시아 RUB,14.76
헝가리 HUF,3.80
폴란드 PLN,343.61
스리랑카 LKR,4.57
알제리 DZD,10.15
케냐 KES,10.43
콜롬비아 COP,0.35
탄자니아 TZS,0.53
네팔 NPR,10.22
루마니아 RON,296.00
리비아 LYD,280.97
마카오 MOP,169.65
미얀마 MMK,0.65
에티오피아 ETB,23.79
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.34
피지 FJD,601.59
