국가명,금액
미국 USD,"1,509.52"
유럽연합 EUR,"1,509.52"
일본 JPY (100엔),880.58
중국 CNY,190.37
홍콩 HKD,177.45
대만 TWD,42.37
영국 GBP,"1,793.91"
오만 OMR,"3,599.83"
캐나다 CAD,"1,010.94"
스위스 CHF,"1,560.26"
스웨덴 SEK,130.64
호주 AUD,928.55
뉴질랜드 NZD,836.60
체코 CZK,59.75
칠레 CLP,1.47
튀르키예 TRY,41.87
몽골 MNT,0.41
이스라엘 ILS,379.94
덴마크 DKK,202.32
노르웨이 NOK,127.97
사우디아라비아 SAR,369.49
쿠웨이트 KWD,"4,534.12"
바레인 BHD,"3,676.61"
아랍에미리트 AED,377.32
요르단 JOD,"1,954.72"
이집트 EGP,28.72
태국 THB,38.30
싱가포르 SGD,"1,031.06"
말레이시아 MYR,296.39
인도네시아 IDR 100,8.60
카타르 QAR,380.05
카자흐스탄 KZT,2.89
브루나이 BND,"1,031.06"
인도 INR,16.56
파키스탄 PKR,4.98
방글라데시 BDT,11.79
필리핀 PHP,23.77
멕시코 MXN,77.12
브라질 BRL,249.96
베트남 VND 100,5.48
남아프리카 공화국 ZAR,75.87
러시아 RUB,15.68
헝가리 HUF,3.86
폴란드 PLN,351.87
스리랑카 LKR,4.56
알제리 DZD,10.32
케냐 KES,10.58
콜롬비아 COP,0.34
탄자니아 TZS,0.52
네팔 NPR,10.35
루마니아 RON,303.79
리비아 LYD,287.39
마카오 MOP,172.16
미얀마 MMK,0.66
에티오피아 ETB,23.98
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.34
피지 FJD,620.05
