국가명,금액
미국 USD,"1,477.52"
유럽연합 EUR,"1,477.52"
일본 JPY (100엔),939.41
중국 CNY,188.16
홍콩 HKD,172.01
대만 TWD,41.72
영국 GBP,"1,750.18"
오만 OMR,"3,485.10"
캐나다 CAD,988.84
스위스 CHF,"1,571.10"
스웨덴 SEK,129.25
호주 AUD,896.93
뉴질랜드 NZD,824.33
체코 CZK,58.85
칠레 CLP,1.43
튀르키예 TRY,39.50
몽골 MNT,0.40
이스라엘 ILS,357.38
덴마크 DKK,198.00
노르웨이 NOK,123.93
사우디아라비아 SAR,357.56
쿠웨이트 KWD,"4,393.44"
바레인 BHD,"3,560.00"
아랍에미리트 AED,365.32
요르단 JOD,"1,893.86"
이집트 EGP,27.74
태국 THB,39.79
싱가포르 SGD,"1,027.84"
말레이시아 MYR,309.42
인도네시아 IDR 100,8.72
카타르 QAR,368.04
카자흐스탄 KZT,2.81
브루나이 BND,"1,027.84"
인도 INR,15.98
파키스탄 PKR,4.82
방글라데시 BDT,11.23
필리핀 PHP,23.93
멕시코 MXN,67.94
브라질 BRL,236.69
베트남 VND 100,5.47
남아프리카 공화국 ZAR,74.73
러시아 RUB,14.74
헝가리 HUF,3.72
폴란드 PLN,343.51
스리랑카 LKR,4.45
알제리 DZD,10.12
케냐 KES,10.40
콜롬비아 COP,0.32
탄자니아 TZS,0.49
네팔 NPR,9.99
루마니아 RON,297.02
리비아 LYD,281.60
마카오 MOP,166.92
미얀마 MMK,0.64
에티오피아 ETB,11.79
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.33
피지 FJD,604.21
