국가명,금액
미국 USD,"1,487.75"
유럽연합 EUR,"1,487.75"
일본 JPY (100엔),866.23
중국 CNY,190.73
홍콩 HKD,178.32
대만 TWD,42.76
영국 GBP,"1,758.03"
오만 OMR,"3,616.88"
캐나다 CAD,"1,016.46"
스위스 CHF,"1,551.70"
스웨덴 SEK,131.75
호주 AUD,925.73
뉴질랜드 NZD,846.43
체코 CZK,59.71
칠레 CLP,1.47
튀르키예 TRY,42.38
몽골 MNT,0.41
이스라엘 ILS,370.70
덴마크 DKK,199.45
노르웨이 NOK,130.39
사우디아라비아 SAR,371.17
쿠웨이트 KWD,"4,538.05"
바레인 BHD,"3,693.83"
아랍에미리트 AED,379.11
요르단 JOD,"1,964.03"
이집트 EGP,28.98
태국 THB,37.70
싱가포르 SGD,"1,024.76"
말레이시아 MYR,295.49
인도네시아 IDR 100,8.51
카타르 QAR,381.98
카자흐스탄 KZT,3.00
브루나이 BND,"1,024.76"
인도 INR,16.66
파키스탄 PKR,5.00
방글라데시 BDT,11.85
필리핀 PHP,23.64
멕시코 MXN,76.57
브라질 BRL,252.59
베트남 VND 100,5.47
남아프리카 공화국 ZAR,76.53
러시아 RUB,15.96
헝가리 HUF,3.75
폴란드 PLN,344.81
스리랑카 LKR,4.56
알제리 DZD,10.33
케냐 KES,10.84
콜롬비아 COP,0.34
탄자니아 TZS,0.53
네팔 NPR,10.41
루마니아 RON,298.88
리비아 LYD,285.86
마카오 MOP,173.02
미얀마 MMK,0.66
에티오피아 ETB,24.13
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.34
피지 FJD,622.73
