국가명,금액
미국 USD,"1,467.78"
유럽연합 EUR,"1,467.78"
일본 JPY (100엔),918.03
중국 CNY,188.15
홍콩 HKD,169.13
대만 TWD,41.69
영국 GBP,"1,760.32"
오만 OMR,"3,414.98"
캐나다 CAD,975.62
스위스 CHF,"1,557.36"
스웨덴 SEK,129.94
호주 AUD,905.96
뉴질랜드 NZD,830.49
체코 CZK,58.32
칠레 CLP,1.46
튀르키예 TRY,38.46
몽골 MNT,0.39
이스라엘 ILS,355.38
덴마크 DKK,196.85
노르웨이 NOK,124.68
사우디아라비아 SAR,350.52
쿠웨이트 KWD,"4,309.83"
바레인 BHD,"3,487.72"
아랍에미리트 AED,357.96
요르단 JOD,"1,855.88"
이집트 EGP,27.18
태국 THB,40.59
싱가포르 SGD,"1,025.39"
말레이시아 MYR,318.74
인도네시아 IDR 100,8.71
카타르 QAR,360.71
카자흐스탄 KZT,2.74
브루나이 BND,"1,025.39"
인도 INR,15.71
파키스탄 PKR,4.74
방글라데시 BDT,11.00
필리핀 PHP,23.46
멕시코 MXN,67.27
브라질 BRL,241.65
베트남 VND 100,5.35
남아프리카 공화국 ZAR,76.64
러시아 RUB,14.16
헝가리 HUF,3.70
폴란드 PLN,343.03
스리랑카 LKR,4.40
알제리 DZD,9.95
케냐 KES,10.21
콜롬비아 COP,0.32
탄자니아 TZS,0.48
네팔 NPR,9.82
루마니아 RON,295.00
리비아 LYD,277.22
마카오 MOP,164.08
미얀마 MMK,0.63
에티오피아 ETB,11.17
우즈베키스탄 UZS,0.10
캄보디아 KHR,0.32
피지 FJD,601.26
