국가명,금액
미국 USD,"1,464.72"
유럽연합 EUR,"1,464.72"
일본 JPY (100엔),908.43
중국 CNY,192.70
홍콩 HKD,179.43
대만 TWD,42.95
영국 GBP,"1,759.83"
오만 OMR,"3,626.85"
캐나다 CAD,"1,002.26"
스위스 CHF,"1,569.32"
스웨덴 SEK,127.45
호주 AUD,913.88
뉴질랜드 NZD,819.21
체코 CZK,57.82
칠레 CLP,1.41
튀르키예 TRY,40.43
몽골 MNT,0.41
이스라엘 ILS,376.77
덴마크 DKK,196.41
노르웨이 NOK,127.07
사우디아라비아 SAR,372.00
쿠웨이트 KWD,"4,533.74"
바레인 BHD,"3,703.81"
아랍에미리트 AED,380.15
요르단 JOD,"1,969.39"
이집트 EGP,28.09
태국 THB,40.57
싱가포르 SGD,"1,040.27"
말레이시아 MYR,312.90
인도네시아 IDR 100,8.82
카타르 QAR,382.96
카자흐스탄 KZT,2.80
브루나이 BND,"1,040.27"
인도 INR,16.55
파키스탄 PKR,5.03
방글라데시 BDT,11.68
필리핀 PHP,23.69
멕시코 MXN,68.60
브라질 BRL,240.69
베트남 VND 100,5.50
남아프리카 공화국 ZAR,77.48
러시아 RUB,13.38
헝가리 HUF,3.56
폴란드 PLN,338.17
스리랑카 LKR,4.80
알제리 DZD,10.42
케냐 KES,10.78
콜롬비아 COP,0.32
탄자니아 TZS,0.52
네팔 NPR,10.33
루마니아 RON,292.30
리비아 LYD,285.92
마카오 MOP,174.12
미얀마 MMK,0.66
에티오피아 ETB,11.20
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.35
피지 FJD,615.77
