국가명,금액
미국 USD,"1,484.90"
유럽연합 EUR,"1,484.90"
일본 JPY (100엔),941.19
중국 CNY,188.82
홍콩 HKD,171.82
대만 TWD,41.81
영국 GBP,"1,758.96"
오만 OMR,"3,479.13"
캐나다 CAD,986.99
스위스 CHF,"1,588.50"
스웨덴 SEK,130.01
호주 AUD,893.31
뉴질랜드 NZD,826.94
체코 CZK,59.31
칠레 CLP,1.42
튀르키예 TRY,39.42
몽골 MNT,0.40
이스라엘 ILS,359.05
덴마크 DKK,198.98
노르웨이 NOK,124.92
사우디아라비아 SAR,356.84
쿠웨이트 KWD,"4,386.91"
바레인 BHD,"3,553.43"
아랍에미리트 AED,364.69
요르단 JOD,"1,889.28"
이집트 EGP,27.65
태국 THB,39.71
싱가포르 SGD,"1,028.05"
말레이시아 MYR,309.32
인도네시아 IDR 100,8.74
카타르 QAR,367.49
카자흐스탄 KZT,2.79
브루나이 BND,"1,028.05"
인도 INR,15.96
파키스탄 PKR,4.81
방글라데시 BDT,11.21
필리핀 PHP,23.85
멕시코 MXN,66.98
브라질 BRL,239.36
베트남 VND 100,5.45
남아프리카 공화국 ZAR,75.05
러시아 RUB,14.83
헝가리 HUF,3.77
폴란드 PLN,346.73
스리랑카 LKR,4.48
알제리 DZD,10.11
케냐 KES,10.40
콜롬비아 COP,0.32
탄자니아 TZS,0.49
네팔 NPR,9.97
루마니아 RON,298.66
리비아 LYD,281.38
마카오 MOP,166.73
미얀마 MMK,0.64
에티오피아 ETB,11.79
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.33
피지 FJD,603.71
