국가명,금액
미국 USD,"1,464.04"
유럽연합 EUR,"1,464.04"
일본 JPY (100엔),907.54
중국 CNY,193.60
홍콩 HKD,180.56
대만 TWD,43.16
영국 GBP,"1,760.88"
오만 OMR,"3,650.74"
캐나다 CAD,"1,005.22"
스위스 CHF,"1,571.36"
스웨덴 SEK,127.30
호주 AUD,913.22
뉴질랜드 NZD,819.34
체코 CZK,57.76
칠레 CLP,1.42
튀르키예 TRY,40.68
몽골 MNT,0.41
이스라엘 ILS,379.55
덴마크 DKK,196.29
노르웨이 NOK,126.92
사우디아라비아 SAR,374.46
쿠웨이트 KWD,"4,563.76"
바레인 BHD,"3,728.81"
아랍에미리트 AED,382.66
요르단 JOD,"1,982.37"
이집트 EGP,28.30
태국 THB,40.78
싱가포르 SGD,"1,042.69"
말레이시아 MYR,314.61
인도네시아 IDR 100,8.87
카타르 QAR,385.39
카자흐스탄 KZT,2.82
브루나이 BND,"1,042.69"
인도 INR,16.64
파키스탄 PKR,5.06
방글라데시 BDT,11.76
필리핀 PHP,23.84
멕시코 MXN,68.62
브라질 BRL,241.94
베트남 VND 100,5.53
남아프리카 공화국 ZAR,77.54
러시아 RUB,13.47
헝가리 HUF,3.56
폴란드 PLN,337.66
스리랑카 LKR,4.83
알제리 DZD,10.49
케냐 KES,10.85
콜롬비아 COP,0.32
탄자니아 TZS,0.53
네팔 NPR,10.40
루마니아 RON,294.18
리비아 LYD,287.81
마카오 MOP,175.18
미얀마 MMK,0.67
에티오피아 ETB,11.27
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.35
피지 FJD,617.30
