국가명,금액
미국 USD,"1,473.44"
유럽연합 EUR,"1,473.44"
일본 JPY (100엔),882.94
중국 CNY,189.32
홍콩 HKD,175.51
대만 TWD,42.19
영국 GBP,"1,717.86"
오만 OMR,"3,568.66"
캐나다 CAD,"1,005.86"
스위스 CHF,"1,504.90"
스웨덴 SEK,126.18
호주 AUD,896.26
뉴질랜드 NZD,818.91
체코 CZK,58.59
칠레 CLP,1.45
튀르키예 TRY,42.22
몽골 MNT,0.40
이스라엘 ILS,361.13
덴마크 DKK,197.58
노르웨이 NOK,125.29
사우디아라비아 SAR,366.31
쿠웨이트 KWD,"4,463.61"
바레인 BHD,"3,644.39"
아랍에미리트 AED,374.06
요르단 JOD,"1,937.80"
이집트 EGP,28.68
태국 THB,37.09
싱가포르 SGD,"1,010.70"
말레이시아 MYR,287.58
인도네시아 IDR 100,8.50
카타르 QAR,376.67
카자흐스탄 KZT,3.09
브루나이 BND,"1,010.70"
인도 INR,16.50
파키스탄 PKR,4.93
방글라데시 BDT,12.52
필리핀 PHP,23.78
멕시코 MXN,79.86
브라질 BRL,266.29
베트남 VND 100,5.42
남아프리카 공화국 ZAR,72.18
러시아 RUB,14.91
헝가리 HUF,3.75
폴란드 PLN,341.48
스리랑카 LKR,4.63
알제리 DZD,10.22
케냐 KES,10.18
콜롬비아 COP,0.35
탄자니아 TZS,0.53
네팔 NPR,10.31
루마니아 RON,296.08
리비아 LYD,282.34
마카오 MOP,170.14
미얀마 MMK,0.65
에티오피아 ETB,24.12
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.34
피지 FJD,607.95
