국가명,금액
미국 USD,"1,479.39"
유럽연합 EUR,"1,479.39"
일본 JPY (100엔),884.48
중국 CNY,190.66
홍콩 HKD,176.52
대만 TWD,42.40
영국 GBP,"1,730.28"
오만 OMR,"3,586.59"
캐나다 CAD,"1,005.94"
스위스 CHF,"1,505.94"
스웨덴 SEK,126.45
호주 AUD,901.11
뉴질랜드 NZD,817.85
체코 CZK,58.97
칠레 CLP,1.44
튀르키예 TRY,42.78
몽골 MNT,0.41
이스라엘 ILS,368.28
덴마크 DKK,198.35
노르웨이 NOK,125.15
사우디아라비아 SAR,368.16
쿠웨이트 KWD,"4,483.41"
바레인 BHD,"3,662.70"
아랍에미리트 AED,375.94
요르단 JOD,"1,947.53"
이집트 EGP,28.84
태국 THB,37.32
싱가포르 SGD,"1,014.73"
말레이시아 MYR,289.32
인도네시아 IDR 100,8.51
카타르 QAR,378.61
카자흐스탄 KZT,3.12
브루나이 BND,"1,014.73"
인도 INR,16.55
파키스탄 PKR,4.96
방글라데시 BDT,12.58
필리핀 PHP,23.94
멕시코 MXN,81.43
브라질 BRL,265.85
베트남 VND 100,5.45
남아프리카 공화국 ZAR,74.34
러시아 RUB,14.72
헝가리 HUF,3.80
폴란드 PLN,342.12
스리랑카 LKR,4.64
알제리 DZD,10.26
케냐 KES,10.23
콜롬비아 COP,0.35
탄자니아 TZS,0.53
네팔 NPR,10.34
루마니아 RON,297.35
리비아 LYD,283.50
마카오 MOP,171.29
미얀마 MMK,0.66
에티오피아 ETB,24.05
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.34
피지 FJD,610.18
