국가명,금액
미국 USD,"1,482.12"
유럽연합 EUR,"1,482.12"
일본 JPY (100엔),877.43
중국 CNY,189.54
홍콩 HKD,176.44
대만 TWD,42.48
영국 GBP,"1,752.77"
오만 OMR,"3,580.26"
캐나다 CAD,"1,001.16"
스위스 CHF,"1,536.34"
스웨덴 SEK,130.43
호주 AUD,908.37
뉴질랜드 NZD,841.65
체코 CZK,60.15
칠레 CLP,1.50
튀르키예 TRY,42.40
몽골 MNT,0.41
이스라엘 ILS,366.74
덴마크 DKK,198.67
노르웨이 NOK,128.33
사우디아라비아 SAR,367.56
쿠웨이트 KWD,"4,494.00"
바레인 BHD,"3,656.91"
아랍에미리트 AED,375.28
요르단 JOD,"1,944.15"
이집트 EGP,28.93
태국 THB,37.36
싱가포르 SGD,"1,018.13"
말레이시아 MYR,292.25
인도네시아 IDR 100,8.48
카타르 QAR,378.01
카자흐스탄 KZT,3.08
브루나이 BND,"1,018.13"
인도 INR,16.51
파키스탄 PKR,4.94
방글라데시 BDT,11.73
필리핀 PHP,23.45
멕시코 MXN,75.06
브라질 BRL,257.45
베트남 VND 100,5.42
남아프리카 공화국 ZAR,73.02
러시아 RUB,15.42
헝가리 HUF,3.79
폴란드 PLN,343.45
스리랑카 LKR,4.55
알제리 DZD,10.25
케냐 KES,10.64
콜롬비아 COP,0.35
탄자니아 TZS,0.53
네팔 NPR,10.32
루마니아 RON,297.80
리비아 LYD,285.08
마카오 MOP,171.27
미얀마 MMK,0.66
에티오피아 ETB,23.97
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.33
피지 FJD,614.49
