국가명,금액
미국 USD,"1,473.29"
유럽연합 EUR,"1,473.29"
일본 JPY (100엔),870.56
중국 CNY,187.38
홍콩 HKD,173.74
대만 TWD,42.13
영국 GBP,"1,721.76"
오만 OMR,"3,521.15"
캐나다 CAD,995.81
스위스 CHF,"1,491.61"
스웨덴 SEK,126.54
호주 AUD,907.37
뉴질랜드 NZD,831.67
체코 CZK,59.67
칠레 CLP,1.52
튀르키예 TRY,42.05
몽골 MNT,0.40
이스라엘 ILS,365.61
덴마크 DKK,197.47
노르웨이 NOK,126.93
사우디아라비아 SAR,361.43
쿠웨이트 KWD,"4,411.57"
바레인 BHD,"3,595.68"
아랍에미리트 AED,369.04
요르단 JOD,"1,911.85"
이집트 EGP,28.90
태국 THB,37.55
싱가포르 SGD,"1,007.84"
말레이시아 MYR,289.17
인도네시아 IDR 100,8.51
카타르 QAR,371.83
카자흐스탄 KZT,3.05
브루나이 BND,"1,007.84"
인도 INR,16.27
파키스탄 PKR,4.87
방글라데시 BDT,11.58
필리핀 PHP,23.50
멕시코 MXN,81.62
브라질 BRL,265.54
베트남 VND 100,5.33
남아프리카 공화국 ZAR,74.61
러시아 RUB,14.90
헝가리 HUF,3.81
폴란드 PLN,345.80
스리랑카 LKR,4.53
알제리 DZD,10.07
케냐 KES,10.31
콜롬비아 COP,0.35
탄자니아 TZS,0.52
네팔 NPR,10.17
루마니아 RON,296.15
리비아 LYD,280.45
마카오 MOP,168.57
미얀마 MMK,0.65
에티오피아 ETB,23.60
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.33
피지 FJD,608.35
