국가명,금액
미국 USD,"1,475.84"
유럽연합 EUR,"1,475.84"
일본 JPY (100엔),902.23
중국 CNY,193.05
홍콩 HKD,179.74
대만 TWD,42.97
영국 GBP,"1,770.80"
오만 OMR,"3,633.22"
캐나다 CAD,"1,001.43"
스위스 CHF,"1,584.35"
스웨덴 SEK,126.99
호주 AUD,911.73
뉴질랜드 NZD,822.62
체코 CZK,58.35
칠레 CLP,1.44
튀르키예 TRY,40.56
몽골 MNT,0.41
이스라엘 ILS,374.15
덴마크 DKK,197.85
노르웨이 NOK,126.60
사우디아라비아 SAR,372.61
쿠웨이트 KWD,"4,549.71"
바레인 BHD,"3,711.10"
아랍에미리트 AED,380.86
요르단 JOD,"1,973.06"
이집트 EGP,28.14
태국 THB,40.41
싱가포르 SGD,"1,042.13"
말레이시아 MYR,313.06
인도네시아 IDR 100,8.79
카타르 QAR,383.58
카자흐스탄 KZT,2.82
브루나이 BND,"1,042.13"
인도 INR,16.57
파키스탄 PKR,5.03
방글라데시 BDT,11.71
필리핀 PHP,23.72
멕시코 MXN,68.95
브라질 BRL,242.33
베트남 VND 100,5.50
남아프리카 공화국 ZAR,77.25
러시아 RUB,13.92
헝가리 HUF,3.60
폴란드 PLN,340.39
스리랑카 LKR,4.81
알제리 DZD,10.46
케냐 KES,10.80
콜롬비아 COP,0.32
탄자니아 TZS,0.53
네팔 NPR,10.36
루마니아 RON,296.54
리비아 LYD,286.77
마카오 MOP,174.43
미얀마 MMK,0.67
에티오피아 ETB,11.36
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.35
피지 FJD,616.50
