국가명,금액
미국 USD,"1,455.57"
유럽연합 EUR,"1,455.57"
일본 JPY (100엔),891.82
중국 CNY,186.12
홍콩 HKD,172.53
대만 TWD,42.24
영국 GBP,"1,702.62"
오만 OMR,"3,506.49"
캐나다 CAD,997.12
스위스 CHF,"1,496.67"
스웨덴 SEK,126.16
호주 AUD,879.86
뉴질랜드 NZD,806.90
체코 CZK,57.55
칠레 CLP,1.38
튀르키예 TRY,41.62
몽골 MNT,0.40
이스라엘 ILS,368.56
덴마크 DKK,195.13
노르웨이 NOK,124.23
사우디아라비아 SAR,359.93
쿠웨이트 KWD,"4,388.53"
바레인 BHD,"3,580.62"
아랍에미리트 AED,367.61
요르단 JOD,"1,904.09"
이집트 EGP,28.60
태국 THB,37.04
싱가포르 SGD,"1,000.41"
말레이시아 MYR,285.47
인도네시아 IDR 100,8.51
카타르 QAR,370.22
카자흐스탄 KZT,3.02
브루나이 BND,"1,000.41"
인도 INR,16.19
파키스탄 PKR,4.86
방글라데시 BDT,12.30
필리핀 PHP,24.00
멕시코 MXN,81.56
브라질 BRL,269.21
베트남 VND 100,5.44
남아프리카 공화국 ZAR,71.56
러시아 RUB,14.64
헝가리 HUF,3.69
폴란드 PLN,339.19
스리랑카 LKR,4.50
알제리 DZD,10.02
케냐 KES,10.25
콜롬비아 COP,0.35
탄자니아 TZS,0.53
네팔 NPR,10.12
루마니아 RON,292.78
리비아 LYD,278.70
마카오 MOP,167.49
미얀마 MMK,0.64
에티오피아 ETB,23.76
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.33
피지 FJD,598.46
