국가명,금액
미국 USD,"1,456.72"
유럽연합 EUR,"1,456.72"
일본 JPY (100엔),891.44
중국 CNY,185.90
홍콩 HKD,172.50
대만 TWD,42.13
영국 GBP,"1,704.78"
오만 OMR,"3,506.58"
캐나다 CAD,997.49
스위스 CHF,"1,497.17"
스웨덴 SEK,126.09
호주 AUD,879.39
뉴질랜드 NZD,806.42
체코 CZK,57.59
칠레 CLP,1.38
튀르키예 TRY,41.67
몽골 MNT,0.40
이스라엘 ILS,367.87
덴마크 DKK,195.30
노르웨이 NOK,124.35
사우디아라비아 SAR,359.95
쿠웨이트 KWD,"4,387.68"
바레인 BHD,"3,583.75"
아랍에미리트 AED,367.63
요르단 JOD,"1,904.09"
이집트 EGP,28.48
태국 THB,37.00
싱가포르 SGD,999.89
말레이시아 MYR,285.23
인도네시아 IDR 100,8.53
카타르 QAR,370.17
카자흐스탄 KZT,3.01
브루나이 BND,999.89
인도 INR,16.19
파키스탄 PKR,4.85
방글라데시 BDT,12.30
필리핀 PHP,24.02
멕시코 MXN,81.32
브라질 BRL,269.17
베트남 VND 100,5.45
남아프리카 공화국 ZAR,71.33
러시아 RUB,14.58
헝가리 HUF,3.70
폴란드 PLN,338.25
스리랑카 LKR,4.49
알제리 DZD,10.02
케냐 KES,10.25
콜롬비아 COP,0.35
탄자니아 TZS,0.52
네팔 NPR,10.12
루마니아 RON,292.98
리비아 LYD,279.03
마카오 MOP,167.39
미얀마 MMK,0.64
에티오피아 ETB,23.76
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.33
피지 FJD,598.05
