국가명,금액
미국 USD,"1,495.42"
유럽연합 EUR,"1,495.42"
일본 JPY (100엔),901.13
중국 CNY,193.16
홍콩 HKD,177.14
대만 TWD,43.20
영국 GBP,"1,786.26"
오만 OMR,"3,578.35"
캐나다 CAD,989.98
스위스 CHF,"1,584.75"
스웨덴 SEK,128.63
호주 AUD,905.91
뉴질랜드 NZD,823.93
체코 CZK,59.09
칠레 CLP,1.43
튀르키예 TRY,40.12
몽골 MNT,0.40
이스라엘 ILS,367.38
덴마크 DKK,200.56
노르웨이 NOK,125.00
사우디아라비아 SAR,366.82
쿠웨이트 KWD,"4,492.16"
바레인 BHD,"3,654.09"
아랍에미리트 AED,375.09
요르단 JOD,"1,943.16"
이집트 EGP,28.15
태국 THB,40.58
싱가포르 SGD,"1,040.60"
말레이시아 MYR,314.65
인도네시아 IDR 100,8.78
카타르 QAR,377.92
카자흐스탄 KZT,2.82
브루나이 BND,"1,040.60"
인도 INR,16.39
파키스탄 PKR,4.96
방글라데시 BDT,11.53
필리핀 PHP,23.58
멕시코 MXN,68.85
브라질 BRL,236.57
베트남 VND 100,5.45
남아프리카 공화국 ZAR,78.47
러시아 RUB,14.09
헝가리 HUF,3.66
폴란드 PLN,343.12
스리랑카 LKR,4.70
알제리 DZD,10.32
케냐 KES,10.68
콜롬비아 COP,0.31
탄자니아 TZS,0.51
네팔 NPR,10.24
루마니아 RON,300.62
리비아 LYD,285.89
마카오 MOP,171.91
미얀마 MMK,0.66
에티오피아 ETB,11.22
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.34
피지 FJD,612.11
