국가명,금액
미국 USD,"1,479.66"
유럽연합 EUR,"1,479.66"
일본 JPY (100엔),916.31
중국 CNY,188.87
홍콩 HKD,171.70
대만 TWD,41.83
영국 GBP,"1,758.44"
오만 OMR,"3,478.01"
캐나다 CAD,992.77
스위스 CHF,"1,575.76"
스웨덴 SEK,130.39
호주 AUD,906.30
뉴질랜드 NZD,837.28
체코 CZK,59.10
칠레 CLP,1.47
튀르키예 TRY,39.30
몽골 MNT,0.40
이스라엘 ILS,368.76
덴마크 DKK,198.36
노르웨이 NOK,126.25
사우디아라비아 SAR,356.82
쿠웨이트 KWD,"4,380.40"
바레인 BHD,"3,556.44"
아랍에미리트 AED,364.56
요르단 JOD,"1,889.51"
이집트 EGP,27.54
태국 THB,39.36
싱가포르 SGD,"1,025.74"
말레이시아 MYR,309.92
인도네시아 IDR 100,8.68
카타르 QAR,367.35
카자흐스탄 KZT,2.78
브루나이 BND,"1,025.74"
인도 INR,15.97
파키스탄 PKR,4.80
방글라데시 BDT,11.21
필리핀 PHP,23.82
멕시코 MXN,67.91
브라질 BRL,238.45
베트남 VND 100,5.39
남아프리카 공화국 ZAR,75.06
러시아 RUB,14.77
헝가리 HUF,3.77
폴란드 PLN,345.46
스리랑카 LKR,4.48
알제리 DZD,10.00
케냐 KES,10.40
콜롬비아 COP,0.32
탄자니아 TZS,0.49
네팔 NPR,9.98
루마니아 RON,297.36
리비아 LYD,281.28
마카오 MOP,166.63
미얀마 MMK,0.64
에티오피아 ETB,12.06
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.33
피지 FJD,607.10
