국가명,금액
미국 USD,"1,456.08"
유럽연합 EUR,"1,456.08"
일본 JPY (100엔),893.83
중국 CNY,186.71
홍콩 HKD,173.21
대만 TWD,42.32
영국 GBP,"1,701.22"
오만 OMR,"3,520.78"
캐나다 CAD,998.71
스위스 CHF,"1,498.70"
스웨덴 SEK,125.55
호주 AUD,879.45
뉴질랜드 NZD,806.66
체코 CZK,57.60
칠레 CLP,1.38
튀르키예 TRY,42.03
몽골 MNT,0.40
이스라엘 ILS,368.01
덴마크 DKK,195.23
노르웨이 NOK,123.69
사우디아라비아 SAR,361.40
쿠웨이트 KWD,"4,405.98"
바레인 BHD,"3,598.35"
아랍에미리트 AED,369.11
요르단 JOD,"1,911.85"
이집트 EGP,28.75
태국 THB,37.05
싱가포르 SGD,"1,002.44"
말레이시아 MYR,286.64
인도네시아 IDR 100,8.55
카타르 QAR,371.73
카자흐스탄 KZT,3.03
브루나이 BND,"1,002.44"
인도 INR,16.26
파키스탄 PKR,4.88
방글라데시 BDT,12.35
필리핀 PHP,24.10
멕시코 MXN,81.59
브라질 BRL,268.09
베트남 VND 100,5.47
남아프리카 공화국 ZAR,71.56
러시아 RUB,14.69
헝가리 HUF,3.68
폴란드 PLN,340.33
스리랑카 LKR,4.52
알제리 DZD,10.06
케냐 KES,10.29
콜롬비아 COP,0.35
탄자니아 TZS,0.53
네팔 NPR,10.16
루마니아 RON,292.93
리비아 LYD,279.89
마카오 MOP,168.07
미얀마 MMK,0.65
에티오피아 ETB,23.85
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.34
피지 FJD,592.35
