국가명,금액
미국 USD,"1,500.77"
유럽연합 EUR,"1,500.77"
일본 JPY (100엔),871.46
중국 CNY,189.34
홍콩 HKD,176.32
대만 TWD,42.32
영국 GBP,"1,787.52"
오만 OMR,"3,575.58"
캐나다 CAD,"1,010.65"
스위스 CHF,"1,538.62"
스웨덴 SEK,130.69
호주 AUD,934.44
뉴질랜드 NZD,842.34
체코 CZK,59.23
칠레 CLP,1.52
튀르키예 TRY,41.63
몽골 MNT,0.40
이스라엘 ILS,381.72
덴마크 DKK,201.14
노르웨이 NOK,128.37
사우디아라비아 SAR,367.02
쿠웨이트 KWD,"4,503.84"
바레인 BHD,"3,651.85"
아랍에미리트 AED,374.79
요르단 JOD,"1,941.61"
이집트 EGP,28.68
태국 THB,38.12
싱가포르 SGD,"1,026.62"
말레이시아 MYR,294.81
인도네시아 IDR 100,8.55
카타르 QAR,377.50
카자흐스탄 KZT,2.91
브루나이 BND,"1,026.62"
인도 INR,16.48
파키스탄 PKR,4.94
방글라데시 BDT,11.72
필리핀 PHP,23.57
멕시코 MXN,78.13
브라질 BRL,252.71
베트남 VND 100,5.42
남아프리카 공화국 ZAR,76.48
러시아 RUB,15.71
헝가리 HUF,3.83
폴란드 PLN,352.67
스리랑카 LKR,4.56
알제리 DZD,10.26
케냐 KES,10.67
콜롬비아 COP,0.35
탄자니아 TZS,0.52
네팔 NPR,10.30
루마니아 RON,302.03
리비아 LYD,283.84
마카오 MOP,171.10
미얀마 MMK,0.66
에티오피아 ETB,23.83
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.34
피지 FJD,620.02
