국가명,금액
미국 USD,"1,491.52"
유럽연합 EUR,"1,491.52"
일본 JPY (100엔),930.89
중국 CNY,190.34
홍콩 HKD,175.13
대만 TWD,42.16
영국 GBP,"1,742.49"
오만 OMR,"3,547.62"
캐나다 CAD,994.32
스위스 CHF,"1,579.42"
스웨덴 SEK,129.91
호주 AUD,898.76
뉴질랜드 NZD,820.91
체코 CZK,59.08
칠레 CLP,1.46
튀르키예 TRY,40.72
몽골 MNT,0.40
이스라엘 ILS,366.76
덴마크 DKK,199.85
노르웨이 NOK,126.47
사우디아라비아 SAR,364.16
쿠웨이트 KWD,"4,461.79"
바레인 BHD,"3,622.91"
아랍에미리트 AED,371.85
요르단 JOD,"1,926.38"
이집트 EGP,27.73
태국 THB,38.77
싱가포르 SGD,"1,032.00"
말레이시아 MYR,308.66
인도네시아 IDR 100,8.60
카타르 QAR,374.55
카자흐스탄 KZT,2.85
브루나이 BND,"1,032.00"
인도 INR,16.28
파키스탄 PKR,4.90
방글라데시 BDT,11.62
필리핀 PHP,23.84
멕시코 MXN,72.47
브라질 BRL,247.98
베트남 VND 100,5.44
남아프리카 공화국 ZAR,74.63
러시아 RUB,15.42
헝가리 HUF,3.78
폴란드 PLN,345.27
스리랑카 LKR,4.55
알제리 DZD,10.16
케냐 KES,10.57
콜롬비아 COP,0.34
탄자니아 TZS,0.51
네팔 NPR,10.17
루마니아 RON,299.64
리비아 LYD,284.24
마카오 MOP,169.94
미얀마 MMK,0.65
에티오피아 ETB,13.24
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.33
피지 FJD,600.95
