국가명,금액
미국 USD,"1,486.27"
유럽연합 EUR,"1,486.27"
일본 JPY (100엔),917.34
중국 CNY,187.06
홍콩 HKD,171.13
대만 TWD,41.74
영국 GBP,"1,745.29"
오만 OMR,"3,463.47"
캐나다 CAD,981.42
스위스 CHF,"1,565.30"
스웨덴 SEK,130.79
호주 AUD,899.18
뉴질랜드 NZD,820.64
체코 CZK,59.27
칠레 CLP,1.46
튀르키예 TRY,39.30
몽골 MNT,0.39
이스라엘 ILS,358.13
덴마크 DKK,199.14
노르웨이 NOK,126.84
사우디아라비아 SAR,355.36
쿠웨이트 KWD,"4,365.79"
바레인 BHD,"3,536.96"
아랍에미리트 AED,363.03
요르단 JOD,"1,880.68"
이집트 EGP,27.33
태국 THB,38.94
싱가포르 SGD,"1,021.25"
말레이시아 MYR,305.09
인도네시아 IDR 100,8.63
카타르 QAR,365.67
카자흐스탄 KZT,2.79
브루나이 BND,"1,021.25"
인도 INR,15.89
파키스탄 PKR,4.79
방글라데시 BDT,11.18
필리핀 PHP,23.60
멕시코 MXN,69.15
브라질 BRL,243.16
베트남 VND 100,5.35
남아프리카 공화국 ZAR,74.71
러시아 RUB,14.57
헝가리 HUF,3.79
폴란드 PLN,347.34
스리랑카 LKR,4.44
알제리 DZD,9.94
케냐 KES,10.34
콜롬비아 COP,0.33
탄자니아 TZS,0.49
네팔 NPR,9.93
루마니아 RON,298.64
리비아 LYD,279.00
마카오 MOP,166.05
미얀마 MMK,0.63
에티오피아 ETB,12.20
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.33
피지 FJD,602.43
