국가명,금액
미국 USD,"1,491.69"
유럽연합 EUR,"1,491.69"
일본 JPY (100엔),881.05
중국 CNY,190.13
홍콩 HKD,176.76
대만 TWD,42.60
영국 GBP,"1,756.84"
오만 OMR,"3,586.83"
캐나다 CAD,"1,003.31"
스위스 CHF,"1,540.52"
스웨덴 SEK,131.04
호주 AUD,908.77
뉴질랜드 NZD,842.89
체코 CZK,60.53
칠레 CLP,1.50
튀르키예 TRY,42.54
몽골 MNT,0.41
이스라엘 ILS,367.18
덴마크 DKK,199.95
노르웨이 NOK,128.89
사우디아라비아 SAR,368.22
쿠웨이트 KWD,"4,502.92"
바레인 BHD,"3,663.81"
아랍에미리트 AED,376.00
요르단 JOD,"1,947.81"
이집트 EGP,29.06
태국 THB,37.49
싱가포르 SGD,"1,021.30"
말레이시아 MYR,294.39
인도네시아 IDR 100,8.55
카타르 QAR,378.86
카자흐스탄 KZT,3.09
브루나이 BND,"1,021.30"
인도 INR,16.54
파키스탄 PKR,4.96
방글라데시 BDT,11.76
필리핀 PHP,23.53
멕시코 MXN,75.27
브라질 BRL,259.28
베트남 VND 100,5.44
남아프리카 공화국 ZAR,73.16
러시아 RUB,15.51
헝가리 HUF,3.81
폴란드 PLN,345.66
스리랑카 LKR,4.56
알제리 DZD,10.27
케냐 KES,10.66
콜롬비아 COP,0.35
탄자니아 TZS,0.53
네팔 NPR,10.35
루마니아 RON,299.76
리비아 LYD,285.62
마카오 MOP,171.53
미얀마 MMK,0.66
에티오피아 ETB,24.01
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.34
피지 FJD,611.37
