국가명,금액
미국 USD,"1,485.43"
유럽연합 EUR,"1,485.43"
일본 JPY (100엔),874.02
중국 CNY,189.07
홍콩 HKD,175.95
대만 TWD,42.49
영국 GBP,"1,758.17"
오만 OMR,"3,568.74"
캐나다 CAD,"1,000.15"
스위스 CHF,"1,535.20"
스웨덴 SEK,132.51
호주 AUD,913.98
뉴질랜드 NZD,848.86
체코 CZK,60.24
칠레 CLP,1.50
튀르키예 TRY,42.54
몽골 MNT,0.40
이스라엘 ILS,371.26
덴마크 DKK,199.14
노르웨이 NOK,129.64
사우디아라비아 SAR,366.27
쿠웨이트 KWD,"4,484.48"
바레인 BHD,"3,645.43"
아랍에미리트 AED,374.08
요르단 JOD,"1,939.17"
이집트 EGP,28.77
태국 THB,37.48
싱가포르 SGD,"1,018.72"
말레이시아 MYR,291.87
인도네시아 IDR 100,8.46
카타르 QAR,376.83
카자흐스탄 KZT,3.05
브루나이 BND,"1,018.72"
인도 INR,16.45
파키스탄 PKR,4.93
방글라데시 BDT,11.69
필리핀 PHP,23.46
멕시코 MXN,73.07
브라질 BRL,254.34
베트남 VND 100,5.40
남아프리카 공화국 ZAR,74.63
러시아 RUB,15.61
헝가리 HUF,3.75
폴란드 PLN,342.64
스리랑카 LKR,4.52
알제리 DZD,10.19
케냐 KES,10.69
콜롬비아 COP,0.34
탄자니아 TZS,0.53
네팔 NPR,10.28
루마니아 RON,298.45
리비아 LYD,282.85
마카오 MOP,170.75
미얀마 MMK,0.65
에티오피아 ETB,23.83
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.33
피지 FJD,615.96
