국가명,금액
미국 USD,"1,476.72"
유럽연합 EUR,"1,476.72"
일본 JPY (100엔),908.73
중국 CNY,190.50
홍콩 HKD,173.20
대만 TWD,41.85
영국 GBP,"1,760.80"
오만 OMR,"3,493.49"
캐나다 CAD,987.85
스위스 CHF,"1,574.23"
스웨덴 SEK,129.96
호주 AUD,909.62
뉴질랜드 NZD,825.82
체코 CZK,58.23
칠레 CLP,1.45
튀르키예 TRY,39.25
몽골 MNT,0.40
이스라엘 ILS,354.76
덴마크 DKK,198.06
노르웨이 NOK,126.47
사우디아라비아 SAR,358.11
쿠웨이트 KWD,"4,390.44"
바레인 BHD,"3,567.24"
아랍에미리트 AED,366.21
요르단 JOD,"1,897.18"
이집트 EGP,27.79
태국 THB,40.20
싱가포르 SGD,"1,032.03"
말레이시아 MYR,314.50
인도네시아 IDR 100,8.60
카타르 QAR,369.03
카자흐스탄 KZT,2.77
브루나이 BND,"1,032.03"
인도 INR,16.02
파키스탄 PKR,4.84
방글라데시 BDT,11.26
필리핀 PHP,23.68
멕시코 MXN,69.75
브라질 BRL,244.68
베트남 VND 100,5.42
남아프리카 공화국 ZAR,77.46
러시아 RUB,13.98
헝가리 HUF,3.67
폴란드 PLN,341.59
스리랑카 LKR,4.59
알제리 DZD,10.12
케냐 KES,10.43
콜롬비아 COP,0.32
탄자니아 TZS,0.49
네팔 NPR,10.01
루마니아 RON,296.64
리비아 LYD,281.25
마카오 MOP,168.03
미얀마 MMK,0.64
에티오피아 ETB,11.08
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.33
피지 FJD,599.51
