국가명,금액
미국 USD,"1,474.26"
유럽연합 EUR,"1,474.26"
일본 JPY (100엔),878.63
중국 CNY,189.07
홍콩 HKD,175.12
대만 TWD,42.20
영국 GBP,"1,714.24"
오만 OMR,"3,554.90"
캐나다 CAD,"1,000.26"
스위스 CHF,"1,509.35"
스웨덴 SEK,126.25
호주 AUD,903.07
뉴질랜드 NZD,822.25
체코 CZK,59.18
칠레 CLP,1.48
튀르키예 TRY,42.46
몽골 MNT,0.40
이스라엘 ILS,367.45
덴마크 DKK,197.61
노르웨이 NOK,126.08
사우디아라비아 SAR,364.91
쿠웨이트 KWD,"4,451.31"
바레인 BHD,"3,629.85"
아랍에미리트 AED,372.61
요르단 JOD,"1,930.32"
이집트 EGP,28.95
태국 THB,37.23
싱가포르 SGD,"1,010.52"
말레이시아 MYR,288.34
인도네시아 IDR 100,8.53
카타르 QAR,375.37
카자흐스탄 KZT,3.11
브루나이 BND,"1,010.52"
인도 INR,16.39
파키스탄 PKR,4.92
방글라데시 BDT,11.70
필리핀 PHP,23.72
멕시코 MXN,81.64
브라질 BRL,265.29
베트남 VND 100,5.38
남아프리카 공화국 ZAR,74.33
러시아 RUB,14.77
헝가리 HUF,3.80
폴란드 PLN,342.57
스리랑카 LKR,4.58
알제리 DZD,10.17
케냐 KES,10.45
콜롬비아 COP,0.35
탄자니아 TZS,0.53
네팔 NPR,10.24
루마니아 RON,296.15
리비아 LYD,281.50
마카오 MOP,169.93
미얀마 MMK,0.65
에티오피아 ETB,23.83
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.34
피지 FJD,602.73
