국가명,금액
미국 USD,"1,496.61"
유럽연합 EUR,"1,496.61"
일본 JPY (100엔),898.93
중국 CNY,190.27
홍콩 HKD,177.10
대만 TWD,42.19
영국 GBP,"1,778.75"
오만 OMR,"3,592.30"
캐나다 CAD,998.30
스위스 CHF,"1,561.04"
스웨덴 SEK,127.63
호주 AUD,906.49
뉴질랜드 NZD,813.20
체코 CZK,58.91
칠레 CLP,1.45
튀르키예 TRY,41.83
몽골 MNT,0.41
이스라엘 ILS,371.31
덴마크 DKK,200.54
노르웨이 NOK,125.70
사우디아라비아 SAR,368.65
쿠웨이트 KWD,"4,522.12"
바레인 BHD,"3,668.53"
아랍에미리트 AED,376.54
요르단 JOD,"1,950.63"
이집트 EGP,28.62
태국 THB,38.45
싱가포르 SGD,"1,029.75"
말레이시아 MYR,298.12
인도네시아 IDR 100,8.51
카타르 QAR,379.26
카자흐스탄 KZT,2.91
브루나이 BND,"1,029.75"
인도 INR,16.51
파키스탄 PKR,4.97
방글라데시 BDT,11.77
필리핀 PHP,23.60
멕시코 MXN,74.05
브라질 BRL,246.26
베트남 VND 100,5.47
남아프리카 공화국 ZAR,75.01
러시아 RUB,16.01
헝가리 HUF,3.81
폴란드 PLN,348.48
스리랑카 LKR,4.57
알제리 DZD,10.27
케냐 KES,10.60
콜롬비아 COP,0.34
탄자니아 TZS,0.51
네팔 NPR,10.32
루마니아 RON,300.89
리비아 LYD,286.23
마카오 MOP,171.84
미얀마 MMK,0.66
에티오피아 ETB,23.92
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.34
피지 FJD,603.96
