국가명,금액
미국 USD,"1,452.90"
유럽연합 EUR,"1,452.90"
일본 JPY (100엔),890.13
중국 CNY,185.95
홍콩 HKD,172.37
대만 TWD,42.10
영국 GBP,"1,696.13"
오만 OMR,"3,505.03"
캐나다 CAD,994.33
스위스 CHF,"1,485.31"
스웨덴 SEK,125.52
호주 AUD,878.05
뉴질랜드 NZD,803.57
체코 CZK,57.40
칠레 CLP,1.38
튀르키예 TRY,42.08
몽골 MNT,0.40
이스라엘 ILS,363.27
덴마크 DKK,194.79
노르웨이 NOK,124.41
사우디아라비아 SAR,359.76
쿠웨이트 KWD,"4,386.01"
바레인 BHD,"3,582.16"
아랍에미리트 AED,367.44
요르단 JOD,"1,903.24"
이집트 EGP,28.61
태국 THB,36.81
싱가포르 SGD,998.19
말레이시아 MYR,284.11
인도네시아 IDR 100,8.51
카타르 QAR,370.05
카자흐스탄 KZT,3.02
브루나이 BND,998.19
인도 INR,16.19
파키스탄 PKR,4.86
방글라데시 BDT,12.30
필리핀 PHP,23.96
멕시코 MXN,81.42
브라질 BRL,266.35
베트남 VND 100,5.42
남아프리카 공화국 ZAR,71.76
러시아 RUB,14.59
헝가리 HUF,3.68
폴란드 PLN,338.42
스리랑카 LKR,4.50
알제리 DZD,10.02
케냐 KES,10.26
콜롬비아 COP,0.35
탄자니아 TZS,0.52
네팔 NPR,10.11
루마니아 RON,292.32
리비아 LYD,277.96
마카오 MOP,167.27
미얀마 MMK,0.64
에티오피아 ETB,23.74
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.33
피지 FJD,590.77
