국가명,금액
미국 USD,"1,463.96"
유럽연합 EUR,"1,463.96"
일본 JPY (100엔),894.16
중국 CNY,186.60
홍콩 HKD,172.73
대만 TWD,42.16
영국 GBP,"1,707.22"
오만 OMR,"3,512.30"
캐나다 CAD,996.46
스위스 CHF,"1,498.12"
스웨덴 SEK,126.85
호주 AUD,888.67
뉴질랜드 NZD,812.74
체코 CZK,57.81
칠레 CLP,1.43
튀르키예 TRY,42.30
몽골 MNT,0.40
이스라엘 ILS,361.31
덴마크 DKK,196.27
노르웨이 NOK,125.64
사우디아라비아 SAR,360.50
쿠웨이트 KWD,"4,397.26"
바레인 BHD,"3,586.83"
아랍에미리트 AED,368.22
요르단 JOD,"1,907.19"
이집트 EGP,28.56
태국 THB,36.78
싱가포르 SGD,"1,002.26"
말레이시아 MYR,284.85
인도네시아 IDR 100,8.55
카타르 QAR,370.72
카자흐스탄 KZT,3.02
브루나이 BND,"1,002.26"
인도 INR,16.21
파키스탄 PKR,4.87
방글라데시 BDT,12.32
필리핀 PHP,23.87
멕시코 MXN,81.54
브라질 BRL,267.29
베트남 VND 100,5.42
남아프리카 공화국 ZAR,72.16
러시아 RUB,14.66
헝가리 HUF,3.73
폴란드 PLN,341.04
스리랑카 LKR,4.52
알제리 DZD,10.05
케냐 KES,10.40
콜롬비아 COP,0.36
탄자니아 TZS,0.52
네팔 NPR,10.13
루마니아 RON,294.59
리비아 LYD,279.66
마카오 MOP,167.62
미얀마 MMK,0.64
에티오피아 ETB,23.79
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.33
피지 FJD,601.46
