국가명,금액
미국 USD,"1,485.22"
유럽연합 EUR,"1,485.22"
일본 JPY (100엔),914.61
중국 CNY,191.78
홍콩 HKD,176.06
대만 TWD,42.53
영국 GBP,"1,776.81"
오만 OMR,"3,554.21"
캐나다 CAD,993.65
스위스 CHF,"1,578.56"
스웨덴 SEK,130.07
호주 AUD,914.64
뉴질랜드 NZD,829.53
체코 CZK,58.72
칠레 CLP,1.46
튀르키예 TRY,40.02
몽골 MNT,0.40
이스라엘 ILS,363.25
덴마크 DKK,199.07
노르웨이 NOK,125.14
사우디아라비아 SAR,364.34
쿠웨이트 KWD,"4,462.24"
바레인 BHD,"3,629.25"
아랍에미리트 AED,372.52
요르단 JOD,"1,929.90"
이집트 EGP,28.14
태국 THB,41.18
싱가포르 SGD,"1,041.96"
말레이시아 MYR,317.58
인도네시아 IDR 100,8.85
카타르 QAR,375.29
카자흐스탄 KZT,2.81
브루나이 BND,"1,041.96"
인도 INR,16.29
파키스탄 PKR,4.93
방글라데시 BDT,11.45
필리핀 PHP,23.70
멕시코 MXN,68.73
브라질 BRL,241.34
베트남 VND 100,5.46
남아프리카 공화국 ZAR,77.37
러시아 RUB,14.08
헝가리 HUF,3.70
폴란드 PLN,345.26
스리랑카 LKR,4.67
알제리 DZD,10.25
케냐 KES,10.61
콜롬비아 COP,0.32
탄자니아 TZS,0.50
네팔 NPR,10.18
루마니아 RON,298.49
리비아 LYD,284.69
마카오 MOP,170.93
미얀마 MMK,0.65
에티오피아 ETB,11.35
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.34
피지 FJD,613.14
