국가명,금액
미국 USD,"1,492.00"
유럽연합 EUR,"1,492.00"
일본 JPY (100엔),926.16
중국 CNY,189.64
홍콩 HKD,171.60
대만 TWD,41.72
영국 GBP,"1,779.48"
오만 OMR,"3,471.34"
캐나다 CAD,985.66
스위스 CHF,"1,570.78"
스웨덴 SEK,131.47
호주 AUD,912.96
뉴질랜드 NZD,834.38
체코 CZK,59.52
칠레 CLP,1.44
튀르키예 TRY,39.19
몽골 MNT,0.39
이스라엘 ILS,353.37
덴마크 DKK,200.01
노르웨이 NOK,127.69
사우디아라비아 SAR,356.17
쿠웨이트 KWD,"4,380.39"
바레인 BHD,"3,546.50"
아랍에미리트 AED,363.88
요르단 JOD,"1,885.05"
이집트 EGP,27.52
태국 THB,40.64
싱가포르 SGD,"1,034.72"
말레이시아 MYR,317.35
인도네시아 IDR 100,8.81
카타르 QAR,366.59
카자흐스탄 KZT,2.78
브루나이 BND,"1,034.72"
인도 INR,16.01
파키스탄 PKR,4.81
방글라데시 BDT,11.18
필리핀 PHP,23.98
멕시코 MXN,68.99
브라질 BRL,242.54
베트남 VND 100,5.44
남아프리카 공화국 ZAR,76.82
러시아 RUB,14.47
헝가리 HUF,3.80
폴란드 PLN,349.40
스리랑카 LKR,4.40
알제리 DZD,10.10
케냐 KES,10.36
콜롬비아 COP,0.32
탄자니아 TZS,0.49
네팔 NPR,10.01
루마니아 RON,300.71
리비아 LYD,281.47
마카오 MOP,166.48
미얀마 MMK,0.64
에티오피아 ETB,11.21
우즈베키스탄 UZS,0.10
캄보디아 KHR,0.33
피지 FJD,608.11
