국가명,금액
미국 USD,"1,466.18"
유럽연합 EUR,"1,466.18"
일본 JPY (100엔),892.30
중국 CNY,186.69
홍콩 HKD,172.82
대만 TWD,42.12
영국 GBP,"1,709.72"
오만 OMR,"3,514.38"
캐나다 CAD,995.66
스위스 CHF,"1,499.75"
스웨덴 SEK,127.13
호주 AUD,890.27
뉴질랜드 NZD,813.42
체코 CZK,57.96
칠레 CLP,1.43
튀르키예 TRY,42.26
몽골 MNT,0.40
이스라엘 ILS,359.44
덴마크 DKK,196.59
노르웨이 NOK,126.09
사우디아라비아 SAR,360.71
쿠웨이트 KWD,"4,400.00"
바레인 BHD,"3,588.86"
아랍에미리트 AED,368.43
요르단 JOD,"1,908.32"
이집트 EGP,28.56
태국 THB,36.98
싱가포르 SGD,"1,003.04"
말레이시아 MYR,285.02
인도네시아 IDR 100,8.56
카타르 QAR,370.94
카자흐스탄 KZT,3.03
브루나이 BND,"1,003.04"
인도 INR,16.24
파키스탄 PKR,4.87
방글라데시 BDT,12.33
필리핀 PHP,23.95
멕시코 MXN,82.21
브라질 BRL,267.02
베트남 VND 100,5.42
남아프리카 공화국 ZAR,72.39
러시아 RUB,14.62
헝가리 HUF,3.76
폴란드 PLN,342.53
스리랑카 LKR,4.52
알제리 DZD,10.04
케냐 KES,10.41
콜롬비아 COP,0.36
탄자니아 TZS,0.52
네팔 NPR,10.15
루마니아 RON,295.11
리비아 LYD,279.83
마카오 MOP,167.70
미얀마 MMK,0.64
에티오피아 ETB,23.80
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.33
피지 FJD,602.09
