국가명,금액
미국 USD,"1,462.98"
유럽연합 EUR,"1,462.98"
일본 JPY (100엔),902.92
중국 CNY,188.25
홍콩 HKD,170.62
대만 TWD,41.44
영국 GBP,"1,756.75"
오만 OMR,"3,440.35"
캐나다 CAD,980.71
스위스 CHF,"1,558.24"
스웨덴 SEK,129.04
호주 AUD,911.92
뉴질랜드 NZD,829.40
체코 CZK,57.72
칠레 CLP,1.45
튀르키예 TRY,38.69
몽골 MNT,0.39
이스라엘 ILS,350.24
덴마크 DKK,196.11
노르웨이 NOK,125.22
사우디아라비아 SAR,353.15
쿠웨이트 KWD,"4,331.69"
바레인 BHD,"3,513.36"
아랍에미리트 AED,360.60
요르단 JOD,"1,868.12"
이집트 EGP,27.38
태국 THB,40.30
싱가포르 SGD,"1,025.00"
말레이시아 MYR,317.36
인도네시아 IDR 100,8.70
카타르 QAR,363.37
카자흐스탄 KZT,2.74
브루나이 BND,"1,025.00"
인도 INR,15.78
파키스탄 PKR,4.77
방글라데시 BDT,11.08
필리핀 PHP,23.59
멕시코 MXN,68.22
브라질 BRL,243.38
베트남 VND 100,5.37
남아프리카 공화국 ZAR,76.36
러시아 RUB,13.85
헝가리 HUF,3.66
폴란드 PLN,340.60
스리랑카 LKR,4.48
알제리 DZD,9.97
케냐 KES,10.27
콜롬비아 COP,0.32
탄자니아 TZS,0.49
네팔 NPR,9.88
루마니아 RON,293.99
리비아 LYD,278.55
마카오 MOP,165.56
미얀마 MMK,0.63
에티오피아 ETB,11.10
우즈베키스탄 UZS,0.10
캄보디아 KHR,0.33
피지 FJD,603.57
