국가명,금액
미국 USD,"1,478.32"
유럽연합 EUR,"1,478.32"
일본 JPY (100엔),880.91
중국 CNY,189.74
홍콩 HKD,175.64
대만 TWD,42.30
영국 GBP,"1,719.67"
오만 OMR,"3,565.58"
캐나다 CAD,"1,003.84"
스위스 CHF,"1,514.32"
스웨덴 SEK,126.62
호주 AUD,906.60
뉴질랜드 NZD,826.38
체코 CZK,59.33
칠레 CLP,1.48
튀르키예 TRY,42.59
몽골 MNT,0.40
이스라엘 ILS,368.96
덴마크 DKK,198.16
노르웨이 NOK,126.59
사우디아라비아 SAR,365.95
쿠웨이트 KWD,"4,462.40"
바레인 BHD,"3,640.00"
아랍에미리트 AED,373.66
요르단 JOD,"1,935.83"
이집트 EGP,28.96
태국 THB,37.35
싱가포르 SGD,"1,013.36"
말레이시아 MYR,289.62
인도네시아 IDR 100,8.57
카타르 QAR,376.44
카자흐스탄 KZT,3.12
브루나이 BND,"1,013.36"
인도 INR,16.43
파키스탄 PKR,4.93
방글라데시 BDT,11.73
필리핀 PHP,23.89
멕시코 MXN,81.79
브라질 BRL,266.23
베트남 VND 100,5.39
남아프리카 공화국 ZAR,74.49
러시아 RUB,14.81
헝가리 HUF,3.81
폴란드 PLN,343.37
스리랑카 LKR,4.59
알제리 DZD,10.22
케냐 KES,10.48
콜롬비아 COP,0.35
탄자니아 TZS,0.53
네팔 NPR,10.27
루마니아 RON,297.00
리비아 LYD,282.31
마카오 MOP,170.43
미얀마 MMK,0.65
에티오피아 ETB,23.90
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.34
피지 FJD,604.45
