국가명,금액
미국 USD,"1,470.22"
유럽연합 EUR,"1,470.22"
일본 JPY (100엔),891.46
중국 CNY,190.29
홍콩 HKD,176.16
대만 TWD,42.38
영국 GBP,"1,718.01"
오만 OMR,"3,576.72"
캐나다 CAD,"1,003.35"
스위스 CHF,"1,507.80"
스웨덴 SEK,125.85
호주 AUD,897.80
뉴질랜드 NZD,814.91
체코 CZK,58.85
칠레 CLP,1.44
튀르키예 TRY,42.55
몽골 MNT,0.41
이스라엘 ILS,368.48
덴마크 DKK,197.13
노르웨이 NOK,124.15
사우디아라비아 SAR,367.14
쿠웨이트 KWD,"4,472.96"
바레인 BHD,"3,652.04"
아랍에미리트 AED,374.90
요르단 JOD,"1,942.17"
이집트 EGP,28.75
태국 THB,37.23
싱가포르 SGD,"1,012.69"
말레이시아 MYR,289.62
인도네시아 IDR 100,8.53
카타르 QAR,377.57
카자흐스탄 KZT,3.10
브루나이 BND,"1,012.69"
인도 INR,16.49
파키스탄 PKR,4.95
방글라데시 BDT,12.55
필리핀 PHP,23.91
멕시코 MXN,81.37
브라질 BRL,269.23
베트남 VND 100,5.42
남아프리카 공화국 ZAR,73.70
러시아 RUB,14.94
헝가리 HUF,3.78
폴란드 PLN,339.26
스리랑카 LKR,4.64
알제리 DZD,10.23
케냐 KES,10.20
콜롬비아 COP,0.35
탄자니아 TZS,0.53
네팔 NPR,10.31
루마니아 RON,295.41
리비아 LYD,282.71
마카오 MOP,170.95
미얀마 MMK,0.66
에티오피아 ETB,23.99
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.34
피지 FJD,608.22
