국가명,금액
미국 USD,"1,482.06"
유럽연합 EUR,"1,482.06"
일본 JPY (100엔),874.81
중국 CNY,189.90
홍콩 HKD,176.88
대만 TWD,42.64
영국 GBP,"1,753.44"
오만 OMR,"3,587.37"
캐나다 CAD,"1,005.94"
스위스 CHF,"1,552.32"
스웨덴 SEK,131.89
호주 AUD,915.05
뉴질랜드 NZD,845.10
체코 CZK,59.91
칠레 CLP,1.48
튀르키예 TRY,42.08
몽골 MNT,0.41
이스라엘 ILS,371.83
덴마크 DKK,198.67
노르웨이 NOK,129.52
사우디아라비아 SAR,368.08
쿠웨이트 KWD,"4,502.36"
바레인 BHD,"3,663.49"
아랍에미리트 AED,376.00
요르단 JOD,"1,947.95"
이집트 EGP,28.95
태국 THB,37.59
싱가포르 SGD,"1,020.92"
말레이시아 MYR,292.95
인도네시아 IDR 100,8.44
카타르 QAR,378.90
카자흐스탄 KZT,3.02
브루나이 BND,"1,020.92"
인도 INR,16.55
파키스탄 PKR,4.96
방글라데시 BDT,11.75
필리핀 PHP,23.55
멕시코 MXN,74.54
브라질 BRL,254.79
베트남 VND 100,5.43
남아프리카 공화국 ZAR,75.59
러시아 RUB,15.66
헝가리 HUF,3.75
폴란드 PLN,340.92
스리랑카 LKR,4.54
알제리 DZD,10.24
케냐 KES,10.75
콜롬비아 COP,0.33
탄자니아 TZS,0.53
네팔 NPR,10.34
루마니아 RON,297.79
리비아 LYD,284.86
마카오 MOP,171.71
미얀마 MMK,0.66
에티오피아 ETB,23.95
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.34
피지 FJD,615.83
