국가명,금액
미국 USD,"1,498.94"
유럽연합 EUR,"1,498.94"
일본 JPY (100엔),923.18
중국 CNY,190.46
홍콩 HKD,174.64
대만 TWD,42.22
영국 GBP,"1,746.09"
오만 OMR,"3,534.88"
캐나다 CAD,992.31
스위스 CHF,"1,572.96"
스웨덴 SEK,130.05
호주 AUD,898.33
뉴질랜드 NZD,816.46
체코 CZK,59.62
칠레 CLP,1.46
튀르키예 TRY,40.50
몽골 MNT,0.40
이스라엘 ILS,366.56
덴마크 DKK,200.90
노르웨이 NOK,126.97
사우디아라비아 SAR,362.63
쿠웨이트 KWD,"4,445.24"
바레인 BHD,"3,610.75"
아랍에미리트 AED,370.54
요르단 JOD,"1,922.18"
이집트 EGP,27.72
태국 THB,38.77
싱가포르 SGD,"1,033.49"
말레이시아 MYR,307.92
인도네시아 IDR 100,8.70
카타르 QAR,373.23
카자흐스탄 KZT,2.84
브루나이 BND,"1,033.49"
인도 INR,16.21
파키스탄 PKR,4.88
방글라데시 BDT,11.58
필리핀 PHP,23.90
멕시코 MXN,72.35
브라질 BRL,248.75
베트남 VND 100,5.44
남아프리카 공화국 ZAR,75.27
러시아 RUB,15.16
헝가리 HUF,3.79
폴란드 PLN,349.38
스리랑카 LKR,4.55
알제리 DZD,10.14
케냐 KES,10.55
콜롬비아 COP,0.34
탄자니아 TZS,0.50
네팔 NPR,10.13
루마니아 RON,301.22
리비아 LYD,283.86
마카오 MOP,169.53
미얀마 MMK,0.65
에티오피아 ETB,12.34
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.33
피지 FJD,607.14
