국가명,금액
미국 USD,"1,464.91"
유럽연합 EUR,"1,464.91"
일본 JPY (100엔),923.03
중국 CNY,187.97
홍콩 HKD,168.80
대만 TWD,41.54
영국 GBP,"1,754.93"
오만 OMR,"3,407.35"
캐나다 CAD,970.99
스위스 CHF,"1,561.25"
스웨덴 SEK,130.01
호주 AUD,906.00
뉴질랜드 NZD,832.27
체코 CZK,58.30
칠레 CLP,1.46
튀르키예 TRY,38.40
몽골 MNT,0.39
이스라엘 ILS,353.32
덴마크 DKK,196.48
노르웨이 NOK,124.90
사우디아라비아 SAR,349.76
쿠웨이트 KWD,"4,301.78"
바레인 BHD,"3,480.38"
아랍에미리트 AED,357.20
요르단 JOD,"1,850.49"
이집트 EGP,27.13
태국 THB,40.50
싱가포르 SGD,"1,024.72"
말레이시아 MYR,318.06
인도네시아 IDR 100,8.69
카타르 QAR,359.95
카자흐스탄 KZT,2.73
브루나이 BND,"1,024.72"
인도 INR,15.67
파키스탄 PKR,4.73
방글라데시 BDT,10.98
필리핀 PHP,23.44
멕시코 MXN,66.64
브라질 BRL,241.42
베트남 VND 100,5.40
남아프리카 공화국 ZAR,76.70
러시아 RUB,13.91
헝가리 HUF,3.69
폴란드 PLN,342.53
스리랑카 LKR,4.39
알제리 DZD,9.93
케냐 KES,10.17
콜롬비아 COP,0.31
탄자니아 TZS,0.48
네팔 NPR,9.80
루마니아 RON,294.39
리비아 LYD,276.63
마카오 MOP,163.82
미얀마 MMK,0.62
에티오피아 ETB,11.14
우즈베키스탄 UZS,0.10
캄보디아 KHR,0.32
피지 FJD,601.03
