국가명,금액
미국 USD,"1,486.10"
유럽연합 EUR,"1,486.10"
일본 JPY (100엔),875.05
중국 CNY,189.92
홍콩 HKD,177.15
대만 TWD,42.68
영국 GBP,"1,758.51"
오만 OMR,"3,591.78"
캐나다 CAD,"1,008.46"
스위스 CHF,"1,564.08"
스웨덴 SEK,132.38
호주 AUD,923.02
뉴질랜드 NZD,847.93
체코 CZK,59.67
칠레 CLP,1.48
튀르키예 TRY,42.52
몽골 MNT,0.41
이스라엘 ILS,372.49
덴마크 DKK,199.25
노르웨이 NOK,130.83
사우디아라비아 SAR,368.59
쿠웨이트 KWD,"4,509.67"
바레인 BHD,"3,672.78"
아랍에미리트 AED,376.47
요르단 JOD,"1,950.35"
이집트 EGP,28.98
태국 THB,37.72
싱가포르 SGD,"1,023.61"
말레이시아 MYR,293.53
인도네시아 IDR 100,8.47
카타르 QAR,379.24
카자흐스탄 KZT,3.01
브루나이 BND,"1,023.61"
인도 INR,16.57
파키스탄 PKR,4.97
방글라데시 BDT,11.77
필리핀 PHP,23.58
멕시코 MXN,74.97
브라질 BRL,254.96
베트남 VND 100,5.43
남아프리카 공화국 ZAR,77.06
러시아 RUB,16.56
헝가리 HUF,3.75
폴란드 PLN,343.53
스리랑카 LKR,4.53
알제리 DZD,10.27
케냐 KES,10.76
콜롬비아 COP,0.33
탄자니아 TZS,0.53
네팔 NPR,10.36
루마니아 RON,298.64
리비아 LYD,285.21
마카오 MOP,171.88
미얀마 MMK,0.66
에티오피아 ETB,23.97
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.33
피지 FJD,616.59
