국가명,금액
미국 USD,"1,471.95"
유럽연합 EUR,"1,471.95"
일본 JPY (100엔),908.61
중국 CNY,186.37
홍콩 HKD,170.49
대만 TWD,41.65
영국 GBP,"1,724.75"
오만 OMR,"3,448.57"
캐나다 CAD,974.07
스위스 CHF,"1,541.42"
스웨덴 SEK,128.84
호주 AUD,893.34
뉴질랜드 NZD,812.49
체코 CZK,58.52
칠레 CLP,1.44
튀르키예 TRY,39.30
몽골 MNT,0.39
이스라엘 ILS,357.50
덴마크 DKK,197.25
노르웨이 NOK,125.93
사우디아라비아 SAR,353.84
쿠웨이트 KWD,"4,344.99"
바레인 BHD,"3,521.84"
아랍에미리트 AED,361.48
요르단 JOD,"1,875.15"
이집트 EGP,27.22
태국 THB,38.76
싱가포르 SGD,"1,015.76"
말레이시아 MYR,304.20
인도네시아 IDR 100,8.56
카타르 QAR,364.10
카자흐스탄 KZT,2.78
브루나이 BND,"1,015.76"
인도 INR,15.84
파키스탄 PKR,4.77
방글라데시 BDT,11.13
필리핀 PHP,23.48
멕시코 MXN,71.02
브라질 BRL,245.62
베트남 VND 100,5.32
남아프리카 공화국 ZAR,74.97
러시아 RUB,14.75
헝가리 HUF,3.73
폴란드 PLN,345.14
스리랑카 LKR,4.44
알제리 DZD,9.89
케냐 KES,10.29
콜롬비아 COP,0.33
탄자니아 TZS,0.49
네팔 NPR,9.89
루마니아 RON,295.70
리비아 LYD,277.81
마카오 MOP,165.45
미얀마 MMK,0.63
에티오피아 ETB,12.17
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.32
피지 FJD,598.39
