국가명,금액
미국 USD,"1,489.71"
유럽연합 EUR,"1,489.71"
일본 JPY (100엔),875.58
중국 CNY,190.85
홍콩 HKD,178.29
대만 TWD,43.02
영국 GBP,"1,761.70"
오만 OMR,"3,614.64"
캐나다 CAD,"1,016.88"
스위스 CHF,"1,560.88"
스웨덴 SEK,132.56
호주 AUD,926.94
뉴질랜드 NZD,852.22
체코 CZK,59.81
칠레 CLP,1.49
튀르키예 TRY,42.38
몽골 MNT,0.41
이스라엘 ILS,373.38
덴마크 DKK,199.72
노르웨이 NOK,131.97
사우디아라비아 SAR,370.94
쿠웨이트 KWD,"4,536.30"
바레인 BHD,"3,696.15"
아랍에미리트 AED,378.86
요르단 JOD,"1,962.76"
이집트 EGP,29.17
태국 THB,37.88
싱가포르 SGD,"1,027.47"
말레이시아 MYR,295.14
인도네시아 IDR 100,8.49
카타르 QAR,381.65
카자흐스탄 KZT,3.02
브루나이 BND,"1,027.47"
인도 INR,16.64
파키스탄 PKR,5.00
방글라데시 BDT,11.84
필리핀 PHP,23.65
멕시코 MXN,75.81
브라질 BRL,255.14
베트남 VND 100,5.47
남아프리카 공화국 ZAR,77.42
러시아 RUB,15.93
헝가리 HUF,3.75
폴란드 PLN,344.27
스리랑카 LKR,4.56
알제리 DZD,10.34
케냐 KES,10.83
콜롬비아 COP,0.33
탄자니아 TZS,0.53
네팔 NPR,10.40
루마니아 RON,299.34
리비아 LYD,287.03
마카오 MOP,173.02
미얀마 MMK,0.66
에티오피아 ETB,24.12
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.34
피지 FJD,615.09
