국가명,금액
미국 USD,"1,473.97"
유럽연합 EUR,"1,473.97"
일본 JPY (100엔),871.84
중국 CNY,187.71
홍콩 HKD,174.01
대만 TWD,42.13
영국 GBP,"1,720.90"
오만 OMR,"3,526.34"
캐나다 CAD,996.99
스위스 CHF,"1,494.71"
스웨덴 SEK,126.47
호주 AUD,906.54
뉴질랜드 NZD,831.06
체코 CZK,59.63
칠레 CLP,1.50
튀르키예 TRY,42.10
몽골 MNT,0.40
이스라엘 ILS,366.13
덴마크 DKK,197.56
노르웨이 NOK,126.80
사우디아라비아 SAR,361.96
쿠웨이트 KWD,"4,417.94"
바레인 BHD,"3,600.89"
아랍에미리트 AED,369.59
요르단 JOD,"1,914.67"
이집트 EGP,28.94
태국 THB,37.51
싱가포르 SGD,"1,008.66"
말레이시아 MYR,289.60
인도네시아 IDR 100,8.53
카타르 QAR,372.38
카자흐스탄 KZT,3.05
브루나이 BND,"1,008.66"
인도 INR,16.30
파키스탄 PKR,4.87
방글라데시 BDT,11.59
필리핀 PHP,23.54
멕시코 MXN,81.55
브라질 BRL,265.47
베트남 VND 100,5.33
남아프리카 공화국 ZAR,74.64
러시아 RUB,14.92
헝가리 HUF,3.81
폴란드 PLN,346.03
스리랑카 LKR,4.53
알제리 DZD,10.10
케냐 KES,10.32
콜롬비아 COP,0.35
탄자니아 TZS,0.52
네팔 NPR,10.18
루마니아 RON,296.21
리비아 LYD,280.86
마카오 MOP,168.86
미얀마 MMK,0.65
에티오피아 ETB,23.63
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.33
피지 FJD,608.43
