국가명,금액
미국 USD,"1,483.56"
유럽연합 EUR,"1,483.56"
일본 JPY (100엔),876.86
중국 CNY,189.59
홍콩 HKD,176.43
대만 TWD,42.52
영국 GBP,"1,754.17"
오만 OMR,"3,579.83"
캐나다 CAD,"1,001.27"
스위스 CHF,"1,536.80"
스웨덴 SEK,131.49
호주 AUD,909.54
뉴질랜드 NZD,844.01
체코 CZK,60.23
칠레 CLP,1.50
튀르키예 TRY,42.55
몽골 MNT,0.41
이스라엘 ILS,367.61
덴마크 DKK,198.90
노르웨이 NOK,129.34
사우디아라비아 SAR,367.50
쿠웨이트 KWD,"4,492.18"
바레인 BHD,"3,655.80"
아랍에미리트 AED,375.22
요르단 JOD,"1,943.86"
이집트 EGP,28.89
태국 THB,37.46
싱가포르 SGD,"1,018.40"
말레이시아 MYR,291.71
인도네시아 IDR 100,8.48
카타르 QAR,377.98
카자흐스탄 KZT,3.07
브루나이 BND,"1,018.40"
인도 INR,16.50
파키스탄 PKR,4.95
방글라데시 BDT,11.73
필리핀 PHP,23.47
멕시코 MXN,74.77
브라질 BRL,257.37
베트남 VND 100,5.42
남아프리카 공화국 ZAR,73.50
러시아 RUB,15.51
헝가리 HUF,3.77
폴란드 PLN,342.95
스리랑카 LKR,4.55
알제리 DZD,10.22
케냐 KES,10.64
콜롬비아 COP,0.35
탄자니아 TZS,0.53
네팔 NPR,10.31
루마니아 RON,298.10
리비아 LYD,283.04
마카오 MOP,171.20
미얀마 MMK,0.66
에티오피아 ETB,23.91
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.33
피지 FJD,608.48
