국가명,금액
미국 USD,"1,502.59"
유럽연합 EUR,"1,502.59"
일본 JPY (100엔),880.62
중국 CNY,190.69
홍콩 HKD,177.12
대만 TWD,42.64
영국 GBP,"1,765.04"
오만 OMR,"3,597.22"
캐나다 CAD,"1,016.63"
스위스 CHF,"1,534.80"
스웨덴 SEK,131.54
호주 AUD,921.44
뉴질랜드 NZD,851.08
체코 CZK,60.88
칠레 CLP,1.51
튀르키예 TRY,43.00
몽골 MNT,0.41
이스라엘 ILS,373.14
덴마크 DKK,201.44
노르웨이 NOK,131.97
사우디아라비아 SAR,369.26
쿠웨이트 KWD,"4,516.55"
바레인 BHD,"3,673.74"
아랍에미리트 AED,377.08
요르단 JOD,"1,953.46"
이집트 EGP,29.30
태국 THB,37.61
싱가포르 SGD,"1,025.01"
말레이시아 MYR,294.24
인도네시아 IDR 100,8.54
카타르 QAR,379.96
카자흐스탄 KZT,3.10
브루나이 BND,"1,025.01"
인도 INR,16.60
파키스탄 PKR,4.97
방글라데시 BDT,11.80
필리핀 PHP,23.64
멕시코 MXN,81.62
브라질 BRL,264.13
베트남 VND 100,5.44
남아프리카 공화국 ZAR,73.76
러시아 RUB,15.32
헝가리 HUF,3.86
폴란드 PLN,351.41
스리랑카 LKR,4.59
알제리 DZD,10.29
케냐 KES,10.61
콜롬비아 COP,0.36
탄자니아 TZS,0.53
네팔 NPR,10.37
루마니아 RON,301.92
리비아 LYD,285.46
마카오 MOP,171.88
미얀마 MMK,0.66
에티오피아 ETB,24.10
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.34
피지 FJD,621.59
