국가명,금액
미국 USD,"1,453.06"
유럽연합 EUR,"1,453.06"
일본 JPY (100엔),884.65
중국 CNY,185.43
홍콩 HKD,170.98
대만 TWD,42.07
영국 GBP,"1,700.90"
오만 OMR,"3,474.12"
캐나다 CAD,985.19
스위스 CHF,"1,504.92"
스웨덴 SEK,128.15
호주 AUD,873.45
뉴질랜드 NZD,808.65
체코 CZK,57.49
칠레 CLP,1.38
튀르키예 TRY,41.30
몽골 MNT,0.39
이스라엘 ILS,364.27
덴마크 DKK,194.85
노르웨이 NOK,125.63
사우디아라비아 SAR,356.64
쿠웨이트 KWD,"4,349.59"
바레인 BHD,"3,550.57"
아랍에미리트 AED,364.19
요르단 JOD,"1,886.46"
이집트 EGP,28.43
태국 THB,37.06
싱가포르 SGD,996.42
말레이시아 MYR,282.38
인도네시아 IDR 100,8.53
카타르 QAR,366.74
카자흐스탄 KZT,2.96
브루나이 BND,996.42
인도 INR,16.11
파키스탄 PKR,4.80
방글라데시 BDT,12.19
필리핀 PHP,23.97
멕시코 MXN,79.60
브라질 BRL,265.85
베트남 VND 100,5.41
남아프리카 공화국 ZAR,70.67
러시아 RUB,14.46
헝가리 HUF,3.68
폴란드 PLN,336.79
스리랑카 LKR,4.40
알제리 DZD,9.94
케냐 KES,10.09
콜롬비아 COP,0.34
탄자니아 TZS,0.52
네팔 NPR,10.07
루마니아 RON,292.13
리비아 LYD,277.19
마카오 MOP,165.88
미얀마 MMK,0.64
에티오피아 ETB,23.54
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.33
피지 FJD,588.10
