국가명,금액
미국 USD,"1,492.71"
유럽연합 EUR,"1,492.71"
일본 JPY (100엔),874.78
중국 CNY,189.53
홍콩 HKD,175.96
대만 TWD,42.52
영국 GBP,"1,752.28"
오만 OMR,"3,573.67"
캐나다 CAD,"1,008.58"
스위스 CHF,"1,525.56"
스웨덴 SEK,130.68
호주 AUD,913.94
뉴질랜드 NZD,844.53
체코 CZK,60.36
칠레 CLP,1.50
튀르키예 TRY,42.70
몽골 MNT,0.40
이스라엘 ILS,372.28
덴마크 DKK,200.14
노르웨이 NOK,130.98
사우디아라비아 SAR,366.84
쿠웨이트 KWD,"4,486.58"
바레인 BHD,"3,649.41"
아랍에미리트 AED,374.61
요르단 JOD,"1,940.62"
이집트 EGP,29.08
태국 THB,37.34
싱가포르 SGD,"1,018.43"
말레이시아 MYR,292.31
인도네시아 IDR 100,8.50
카타르 QAR,377.47
카자흐스탄 KZT,3.08
브루나이 BND,"1,018.43"
인도 INR,16.56
파키스탄 PKR,4.94
방글라데시 BDT,11.71
필리핀 PHP,23.49
멕시코 MXN,80.87
브라질 BRL,262.28
베트남 VND 100,5.42
남아프리카 공화국 ZAR,73.09
러시아 RUB,15.26
헝가리 HUF,3.83
폴란드 PLN,349.38
스리랑카 LKR,4.56
알제리 DZD,10.22
케냐 KES,10.54
콜롬비아 COP,0.36
탄자니아 TZS,0.53
네팔 NPR,10.35
루마니아 RON,299.93
리비아 LYD,283.59
마카오 MOP,170.75
미얀마 MMK,0.66
에티오피아 ETB,23.94
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.34
피지 FJD,608.70
