국가명,금액
미국 USD,"1,456.25"
유럽연합 EUR,"1,456.25"
일본 JPY (100엔),891.55
중국 CNY,185.90
홍콩 HKD,172.49
대만 TWD,42.16
영국 GBP,"1,701.38"
오만 OMR,"3,505.19"
캐나다 CAD,992.43
스위스 CHF,"1,490.01"
스웨덴 SEK,126.26
호주 AUD,876.91
뉴질랜드 NZD,805.52
체코 CZK,57.46
칠레 CLP,1.38
튀르키예 TRY,41.76
몽골 MNT,0.40
이스라엘 ILS,365.88
덴마크 DKK,195.27
노르웨이 NOK,124.50
사우디아라비아 SAR,359.81
쿠웨이트 KWD,"4,385.62"
바레인 BHD,"3,579.58"
아랍에미리트 AED,367.48
요르단 JOD,"1,903.39"
이집트 EGP,28.54
태국 THB,36.97
싱가포르 SGD,999.67
말레이시아 MYR,285.13
인도네시아 IDR 100,8.53
카타르 QAR,370.03
카자흐스탄 KZT,3.01
브루나이 BND,999.67
인도 INR,16.18
파키스탄 PKR,4.85
방글라데시 BDT,12.30
필리핀 PHP,23.96
멕시코 MXN,81.39
브라질 BRL,270.30
베트남 VND 100,5.45
남아프리카 공화국 ZAR,71.03
러시아 RUB,14.62
헝가리 HUF,3.69
폴란드 PLN,337.20
스리랑카 LKR,4.49
알제리 DZD,10.01
케냐 KES,10.26
콜롬비아 COP,0.35
탄자니아 TZS,0.53
네팔 NPR,10.12
루마니아 RON,292.85
리비아 LYD,278.87
마카오 MOP,167.39
미얀마 MMK,0.64
에티오피아 ETB,23.75
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.33
피지 FJD,597.29
